patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
Sonoma,2022,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3390,,
Sonoma,2022,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1425,,
Sonoma,2022,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3803,,
Sonoma,2022,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",711,,
Sonoma,2022,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1265,,
Sonoma,2022,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1632,,
Sonoma,2022,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",144,,
Sonoma,2022,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",252,,
Sonoma,2022,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",4573,,
Sonoma,2022,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,4494,,
Sonoma,2022,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",351,,
Sonoma,2022,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,457,,
Sonoma,2022,18,INFECTIOUS & PARASITIC DISEASES,4301,,
Sonoma,2022,19,MENTAL DISEASES & DISORDERS,1834,,
Sonoma,2022,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,345,,
Sonoma,2022,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",530,,
Sonoma,2022,22,BURNS,37,,
Sonoma,2022,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,316,,
Sonoma,2022,24,MULTIPLE SIGNFICANT TRAUMA,162,,
Sonoma,2022,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,30,,
Sonoma,2023,0,PRE-MDC,2,,
Sonoma,2023,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2940,,
Sonoma,2023,2,"EYE, DISEASES & DISORDERS",39,,
Sonoma,2023,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",334,,
Sonoma,2023,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",3127,,
Sonoma,2023,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",5309,,
Sonoma,2023,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3552,,
Sonoma,2023,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1492,,
Sonoma,2023,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3876,,
Sonoma,2023,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",831,,
Sonoma,2023,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1361,,
Sonoma,2023,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1759,,
Sonoma,2023,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",106,,
Sonoma,2023,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",213,,
Sonoma,2023,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",4559,,
Sonoma,2023,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,4417,,
Sonoma,2023,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",381,,
Sonoma,2023,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,489,,
Sonoma,2023,18,INFECTIOUS & PARASITIC DISEASES,4711,,
Sonoma,2023,19,MENTAL DISEASES & DISORDERS,2145,,
Sonoma,2023,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,478,,
Sonoma,2023,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",534,,
Sonoma,2023,22,BURNS,32,,
Sonoma,2023,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,304,,
Sonoma,2023,24,MULTIPLE SIGNFICANT TRAUMA,153,,
Sonoma,2023,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,32,,
Stanislaus,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3045,,
Stanislaus,2012,2,"EYE, DISEASES & DISORDERS",67,,
Stanislaus,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",451,,
Stanislaus,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4731,,
Stanislaus,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6770,,
Stanislaus,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4647,,
Stanislaus,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1907,,
Stanislaus,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4535,,
Stanislaus,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1283,,
Stanislaus,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1980,,
Stanislaus,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2371,,
Stanislaus,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",217,,
Stanislaus,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1057,,
Stanislaus,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",8191,,
Stanislaus,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,7808,,
Stanislaus,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",607,,
Stanislaus,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,535,,
Stanislaus,2012,18,INFECTIOUS & PARASITIC DISEASES,2565,,
Stanislaus,2012,19,MENTAL DISEASES & DISORDERS,4563,,
Stanislaus,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,389,,
Stanislaus,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",814,,
Stanislaus,2012,22,BURNS,46,,
Stanislaus,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,974,,
Stanislaus,2012,24,MULTIPLE SIGNFICANT TRAUMA,176,,
Stanislaus,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,58,,
Stanislaus,2013,0,UNGROUPABLE,1,,
Stanislaus,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3179,,
Stanislaus,2013,2,"EYE, DISEASES & DISORDERS",56,,
Stanislaus,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",507,,
Stanislaus,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4699,,
Stanislaus,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6707,,
Stanislaus,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4512,,
Stanislaus,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1859,,
Stanislaus,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4422,,
Stanislaus,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1374,,
Stanislaus,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1984,,
Stanislaus,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2471,,
Stanislaus,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",234,,
Stanislaus,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",847,,
Stanislaus,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",8145,,
Stanislaus,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,7761,,
Stanislaus,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",630,,
Stanislaus,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,455,,
Stanislaus,2013,18,INFECTIOUS & PARASITIC DISEASES,2589,,
Stanislaus,2013,19,MENTAL DISEASES & DISORDERS,4383,,
Stanislaus,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,474,,
Stanislaus,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",848,,
Stanislaus,2013,22,BURNS,35,,
Stanislaus,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1106,,
Stanislaus,2013,24,MULTIPLE SIGNFICANT TRAUMA,163,,
Stanislaus,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,49,,
Stanislaus,2014,0,UNGROUPABLE,3,,
Stanislaus,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3191,,
Stanislaus,2014,2,"EYE, DISEASES & DISORDERS",44,,
Stanislaus,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",487,,
Stanislaus,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4729,,
Stanislaus,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6439,,
Stanislaus,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4469,,
Stanislaus,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1890,,
Stanislaus,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4711,,
Stanislaus,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1299,,
Stanislaus,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2087,,
Stanislaus,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2376,,
Stanislaus,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",163,,
Stanislaus,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",747,,
Stanislaus,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",8120,,
Stanislaus,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,7704,,
Stanislaus,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",568,,
Stanislaus,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,416,,
Stanislaus,2014,18,INFECTIOUS & PARASITIC DISEASES,3461,,
Stanislaus,2014,19,MENTAL DISEASES & DISORDERS,3453,,
Stanislaus,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,519,,
Stanislaus,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",838,,
Stanislaus,2014,22,BURNS,49,,
Stanislaus,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,809,,
Stanislaus,2014,24,MULTIPLE SIGNFICANT TRAUMA,179,,
Stanislaus,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,52,,
Stanislaus,2015,0,UNGROUPABLE,3,,
Stanislaus,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3348,,
Stanislaus,2015,2,"EYE, DISEASES & DISORDERS",60,,
Stanislaus,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",407,,
Stanislaus,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",5094,,
Stanislaus,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6691,,
Stanislaus,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4647,,
Stanislaus,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1876,,
Stanislaus,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4879,,
Stanislaus,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1396,,
Stanislaus,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2223,,
Stanislaus,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2461,,
Stanislaus,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",164,,
Stanislaus,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",711,,
Stanislaus,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",8183,,
Stanislaus,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,7906,,
Stanislaus,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",523,,
Stanislaus,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,427,,
Stanislaus,2015,18,INFECTIOUS & PARASITIC DISEASES,3665,,
Stanislaus,2015,19,MENTAL DISEASES & DISORDERS,3626,,
Stanislaus,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,451,,
Stanislaus,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",794,,
Stanislaus,2015,22,BURNS,41,,
Stanislaus,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,601,,
Stanislaus,2015,24,MULTIPLE SIGNFICANT TRAUMA,197,,
Stanislaus,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,42,,
Stanislaus,2016,0,UNGROUPABLE,1,,
Stanislaus,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3319,,
Stanislaus,2016,2,"EYE, DISEASES & DISORDERS",51,,
Stanislaus,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",462,,
Stanislaus,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4573,,
Stanislaus,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6535,,
Stanislaus,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4738,,
Stanislaus,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1851,,
Stanislaus,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4832,,
Stanislaus,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1343,,
Stanislaus,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2314,,
Stanislaus,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2582,,
Stanislaus,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",200,,
Stanislaus,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",639,,
Stanislaus,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",8341,,
Stanislaus,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,8064,,
Stanislaus,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",528,,
Stanislaus,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,446,,
Stanislaus,2016,18,INFECTIOUS & PARASITIC DISEASES,4084,,
Stanislaus,2016,19,MENTAL DISEASES & DISORDERS,3720,,
Stanislaus,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,429,,
Stanislaus,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",863,,
Stanislaus,2016,22,BURNS,55,,
Stanislaus,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,382,,
Stanislaus,2016,24,MULTIPLE SIGNFICANT TRAUMA,178,,
Stanislaus,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,52,,
Stanislaus,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3504,,
Stanislaus,2017,2,"EYE, DISEASES & DISORDERS",54,,
Stanislaus,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",478,,
Stanislaus,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4729,,
Stanislaus,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6442,,
Stanislaus,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4504,,
Stanislaus,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1930,,
Stanislaus,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4890,,
Stanislaus,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1225,,
Stanislaus,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2335,,
Stanislaus,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2404,,
Stanislaus,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",197,,
Stanislaus,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",503,,
Stanislaus,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",7989,,
Stanislaus,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,7636,,
Stanislaus,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",534,,
Stanislaus,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,414,,
Stanislaus,2017,18,INFECTIOUS & PARASITIC DISEASES,4715,,
Stanislaus,2017,19,MENTAL DISEASES & DISORDERS,3470,,
Stanislaus,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,353,,
Stanislaus,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",846,,
Stanislaus,2017,22,BURNS,49,,
Stanislaus,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,340,,
Stanislaus,2017,24,MULTIPLE SIGNFICANT TRAUMA,200,,
Stanislaus,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,45,,
Stanislaus,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3587,,
Stanislaus,2018,2,"EYE, DISEASES & DISORDERS",40,,
Stanislaus,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",465,,
Stanislaus,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4519,,
Stanislaus,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6627,,
Stanislaus,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4388,,
Stanislaus,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1706,,
Stanislaus,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4980,,
Stanislaus,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1169,,
Stanislaus,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2277,,
Stanislaus,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2407,,
Stanislaus,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",184,,
Stanislaus,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",462,,
Stanislaus,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",7847,,
Stanislaus,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,7559,,
Stanislaus,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",487,,
Stanislaus,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,483,,
Stanislaus,2018,18,INFECTIOUS & PARASITIC DISEASES,5013,,
Stanislaus,2018,19,MENTAL DISEASES & DISORDERS,3295,,
Stanislaus,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,386,,
Stanislaus,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",832,,
Stanislaus,2018,22,BURNS,45,,
Stanislaus,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,347,,
Stanislaus,2018,24,MULTIPLE SIGNFICANT TRAUMA,187,,
Stanislaus,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,53,,
Stanislaus,2019,0,PRE-MDC,218,,
Stanislaus,2019,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3550,,
Stanislaus,2019,2,"EYE, DISEASES & DISORDERS",54,,
Stanislaus,2019,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",445,,
Stanislaus,2019,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4425,,
Stanislaus,2019,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6876,,
Stanislaus,2019,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4540,,
Stanislaus,2019,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1839,,
Stanislaus,2019,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4684,,
Stanislaus,2019,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",978,,
Stanislaus,2019,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2295,,
Stanislaus,2019,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2438,,
Stanislaus,2019,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",164,,
Stanislaus,2019,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",403,,
Stanislaus,2019,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",7872,,
Stanislaus,2019,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,7461,,
Stanislaus,2019,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",526,,
Stanislaus,2019,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,521,,
Stanislaus,2019,18,INFECTIOUS & PARASITIC DISEASES,5247,,
Stanislaus,2019,19,MENTAL DISEASES & DISORDERS,2937,,
Stanislaus,2019,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,427,,
Stanislaus,2019,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",858,,
Stanislaus,2019,22,BURNS,48,,
Stanislaus,2019,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,341,,
Stanislaus,2019,24,MULTIPLE SIGNFICANT TRAUMA,196,,
Stanislaus,2019,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,39,,
Stanislaus,2020,0,PRE-MDC,229,,
Stanislaus,2020,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3241,,
Stanislaus,2020,2,"EYE, DISEASES & DISORDERS",48,,
Stanislaus,2020,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",330,,
Stanislaus,2020,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",5143,,
Stanislaus,2020,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",5792,,
Stanislaus,2020,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3972,,
Stanislaus,2020,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1801,,
Stanislaus,2020,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3739,,
Stanislaus,2020,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",824,,
Stanislaus,2020,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1946,,
Stanislaus,2020,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",2172,,
Stanislaus,2020,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",136,,
Stanislaus,2020,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",280,,
Stanislaus,2020,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",7504,,
Stanislaus,2020,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,7156,,
Stanislaus,2020,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",458,,
Stanislaus,2020,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,393,,
Stanislaus,2020,18,INFECTIOUS & PARASITIC DISEASES,5020,,
Stanislaus,2020,19,MENTAL DISEASES & DISORDERS,2899,,
Stanislaus,2020,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,609,,
Stanislaus,2020,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",772,,
Stanislaus,2020,22,BURNS,43,,
Stanislaus,2020,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,290,,
Stanislaus,2020,24,MULTIPLE SIGNFICANT TRAUMA,205,,
Stanislaus,2020,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,44,,
Stanislaus,2021,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3677,,
Stanislaus,2021,2,"EYE, DISEASES & DISORDERS",61,,
Stanislaus,2021,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",353,,
Stanislaus,2021,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",6004,,
Stanislaus,2021,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",6373,,
Stanislaus,2021,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4208,,
Stanislaus,2021,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1882,,
Stanislaus,2021,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3578,,
Stanislaus,2021,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",837,,
