patcnty1,dsch_yr,disp1,Discharges
Tehama,2012,Other,3
Tehama,2012,Other Care (not SN/IC) at another hospital,53
Tehama,2012,Other Care with the admitting hospital,48
Tehama,2012,Prison/Jail,7
Tehama,2012,Residential Care facility,21
Tehama,2012,Routine (Home),4497
Tehama,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,10
Tehama,2012,SN/IC at another facility,552
Tehama,2013,Acute Care at another hospital,160
Tehama,2013,Acute Care within the admitting hospital,2
Tehama,2013,Died,139
Tehama,2013,Home Health Service,777
Tehama,2013,Left Against Medical Advice,56
Tehama,2013,Other,9
Tehama,2013,Other Care (not SN/IC) at another hospital,60
Tehama,2013,Other Care with the admitting hospital,36
Tehama,2013,Prison/Jail,3
Tehama,2013,Residential Care facility,18
Tehama,2013,Routine (Home),4261
Tehama,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,16
Tehama,2013,SN/IC at another facility,512
Tehama,2014,Acute Care at another hospital,160
Tehama,2014,Acute Care within the admitting hospital,12
Tehama,2014,Died,150
Tehama,2014,Home Health Service,748
Tehama,2014,Invalid,50
Tehama,2014,Left Against Medical Advice,60
Tehama,2014,Other,20
Tehama,2014,Other Care (not SN/IC) at another hospital,86
Tehama,2014,Other Care with the admitting hospital,33
Tehama,2014,Prison/Jail,3
Tehama,2014,Residential Care facility,11
Tehama,2014,Routine (Home),4273
Tehama,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,6
Tehama,2014,SN/IC at another facility,548
Tehama,2015,Acute Care,203
Tehama,2015,Childrens_or_Cancer,1
Tehama,2015,Died,147
Tehama,2015,Home Health Service,720
Tehama,2015,Hospice_Care,71
Tehama,2015,Invalid or Blank,1
Tehama,2015,Left Against Medical Advice,78
Tehama,2015,Not_Defined_Elsewhere,6
Tehama,2015,Prison/Jail,2
Tehama,2015,Psychiatric_Care,37
Tehama,2015,Rehab,58
Tehama,2015,Residential Care facility,9
Tehama,2015,Routine (Home),4414
Tehama,2015,Skilled Nursing/Intermediate Care (SN/IC),517
Tehama,2016,Acute Care,218
Tehama,2016,Died,184
Tehama,2016,Home Health Service,769
Tehama,2016,Hospice_Care,68
Tehama,2016,Left Against Medical Advice,95
Tehama,2016,Not_Defined_Elsewhere,1
Tehama,2016,Prison/Jail,3
Tehama,2016,Psychiatric_Care,26
Tehama,2016,Rehab,66
Tehama,2016,Residential Care facility,12
Tehama,2016,Routine (Home),4442
Tehama,2016,Skilled Nursing/Intermediate Care (SN/IC),554
Tehama,2017,Acute Care,253
Tehama,2017,Childrens_or_Cancer,1
Tehama,2017,Critical Access Hospital,1
Tehama,2017,Died,152
Tehama,2017,Home Health Service,836
Tehama,2017,Hospice_Care,43
Tehama,2017,Left Against Medical Advice,84
Tehama,2017,Not_Defined_Elsewhere,5
Tehama,2017,Other,1
Tehama,2017,Prison/Jail,10
Tehama,2017,Psychiatric_Care,18
Tehama,2017,Rehab,49
Tehama,2017,Residential Care facility,15
Tehama,2017,Routine (Home),4120
Tehama,2017,Skilled Nursing/Intermediate Care (SN/IC),565
Tehama,2018,Acute Care,246
Tehama,2018,Childrens_or_Cancer,1
Tehama,2018,Died,174
Tehama,2018,Disaster_Care_Site,1
Tehama,2018,Home Health Service,981
Tehama,2018,Hospice_Care,74
Tehama,2018,Left Against Medical Advice,82
Tehama,2018,Not_Defined_Elsewhere,7
Tehama,2018,Prison/Jail,6
Tehama,2018,Psychiatric_Care,21
Tehama,2018,Rehab,54
Tehama,2018,Residential Care facility,17
Tehama,2018,Routine (Home),4310
Tehama,2018,Skilled Nursing/Intermediate Care (SN/IC),600
Tehama,2019,Acute Care,287
Tehama,2019,Childrens_or_Cancer,1
Tehama,2019,Critical Access Hospital,2
Tehama,2019,Died,178
Tehama,2019,Home Health Service,1128
Tehama,2019,Hospice_Care,69
Tehama,2019,Left Against Medical Advice,90
Tehama,2019,Not_Defined_Elsewhere,3
Tehama,2019,Other,3
Tehama,2019,Prison/Jail,6
Tehama,2019,Psychiatric_Care,34
Tehama,2019,Rehab,70
Tehama,2019,Residential Care facility,13
Tehama,2019,Routine (Home),4334
Tehama,2019,Skilled Nursing/Intermediate Care (SN/IC),604
Tehama,2020,Acute Care,227
Tehama,2020,Childrens_or_Cancer,1
Tehama,2020,Critical Access Hospital,2
Tehama,2020,Died,210
Tehama,2020,Home Health Service,1030
Tehama,2020,Hospice_Care,89
Tehama,2020,Left Against Medical Advice,97
Tehama,2020,Not_Defined_Elsewhere,4
Tehama,2020,Other,1
Tehama,2020,Prison/Jail,11
Tehama,2020,Psychiatric_Care,24
Tehama,2020,Rehab,42
Tehama,2020,Residential Care facility,16
Tehama,2020,Routine (Home),3825
Tehama,2020,Skilled Nursing/Intermediate Care (SN/IC),514
Tehama,2021,Acute Care,214
Tehama,2021,Childrens_or_Cancer,1
Tehama,2021,Died,274
Tehama,2021,Home Health Service,1072
Tehama,2021,Hospice_Care,100
Tehama,2021,Left Against Medical Advice,130
Tehama,2021,Not_Defined_Elsewhere,13
Tehama,2021,Prison/Jail,1
Tehama,2021,Psychiatric_Care,17
Tehama,2021,Rehab,48
Tehama,2021,Residential Care facility,24
Tehama,2021,Routine (Home),4012
Tehama,2021,Skilled Nursing/Intermediate Care (SN/IC),589
Tehama,2022,Acute Care,200
Tehama,2022,Childrens_or_Cancer,1
Tehama,2022,Died,224
Tehama,2022,Home Health Service,968
Tehama,2022,Hospice_Care,94
Tehama,2022,Left Against Medical Advice,101
Tehama,2022,Not_Defined_Elsewhere,5
Tehama,2022,Prison/Jail,6
Tehama,2022,Psychiatric_Care,15
Tehama,2022,Rehab,54
Tehama,2022,Residential Care facility,15
Tehama,2022,Routine (Home),4005
Tehama,2022,Skilled Nursing/Intermediate Care (SN/IC),519
Tehama,2023,Acute Care,231
Tehama,2023,Childrens_or_Cancer,2
Tehama,2023,Critical Access Hospital,1
Tehama,2023,Died,184
Tehama,2023,Home Health Service,900
Tehama,2023,Hospice_Care,91
Tehama,2023,Left Against Medical Advice,98
Tehama,2023,Not_Defined_Elsewhere,9
Tehama,2023,Prison/Jail,6
Tehama,2023,Psychiatric_Care,14
Tehama,2023,Rehab,75
Tehama,2023,Residential Care facility,27
Tehama,2023,Routine (Home),4049
Tehama,2023,Skilled Nursing/Intermediate Care (SN/IC),596
Trinity,2012,Acute Care at another hospital,48
Trinity,2012,Acute Care within the admitting hospital,6
Trinity,2012,Died,54
Trinity,2012,Home Health Service,105
Trinity,2012,Left Against Medical Advice,18
Trinity,2012,Other Care (not SN/IC) at another hospital,5
Trinity,2012,Other Care with the admitting hospital,3
Trinity,2012,Prison/Jail,4
Trinity,2012,Residential Care facility,5
Trinity,2012,Routine (Home),1092
Trinity,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,46
Trinity,2012,SN/IC at another facility,152
Trinity,2013,Acute Care at another hospital,63
Trinity,2013,Acute Care within the admitting hospital,7
Trinity,2013,Died,63
Trinity,2013,Home Health Service,101
Trinity,2013,Left Against Medical Advice,15
Trinity,2013,Other,5
Trinity,2013,Other Care (not SN/IC) at another hospital,8
Trinity,2013,Other Care with the admitting hospital,5
Trinity,2013,Residential Care facility,6
Trinity,2013,Routine (Home),1055
Trinity,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,43
Trinity,2013,SN/IC at another facility,147
Trinity,2014,Acute Care at another hospital,81
Trinity,2014,Acute Care within the admitting hospital,11
Trinity,2014,Died,52
Trinity,2014,Home Health Service,117
Trinity,2014,Invalid,5
Trinity,2014,Left Against Medical Advice,16
Trinity,2014,Other,4
Trinity,2014,Other Care (not SN/IC) at another hospital,17
Trinity,2014,Other Care with the admitting hospital,2
Trinity,2014,Prison/Jail,1
Trinity,2014,Residential Care facility,5
Trinity,2014,Routine (Home),964
Trinity,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,53
Trinity,2014,SN/IC at another facility,119
Trinity,2015,Acute Care,91
Trinity,2015,Childrens_or_Cancer,2
Trinity,2015,Critical Access Hospital,10
Trinity,2015,Died,66
Trinity,2015,Home Health Service,104
Trinity,2015,Hospice_Care,5
Trinity,2015,Left Against Medical Advice,25
Trinity,2015,Prison/Jail,1
Trinity,2015,Psychiatric_Care,1
Trinity,2015,Rehab,4
Trinity,2015,Residential Care facility,2
Trinity,2015,Routine (Home),1016
Trinity,2015,Skilled Nursing/Intermediate Care (SN/IC),182
Trinity,2016,Acute Care,90
Trinity,2016,Critical Access Hospital,2
Trinity,2016,Died,59
Trinity,2016,Home Health Service,76
Trinity,2016,Hospice_Care,4
Trinity,2016,Left Against Medical Advice,25
Trinity,2016,Not_Defined_Elsewhere,3
Trinity,2016,Prison/Jail,1
Trinity,2016,Psychiatric_Care,2
Trinity,2016,Rehab,15
Trinity,2016,Routine (Home),1007
Trinity,2016,Skilled Nursing/Intermediate Care (SN/IC),186
Trinity,2017,Acute Care,68
Trinity,2017,Critical Access Hospital,1
Trinity,2017,Died,58
Trinity,2017,Home Health Service,40
Trinity,2017,Hospice_Care,7
Trinity,2017,Left Against Medical Advice,31
Trinity,2017,Other,1
Trinity,2017,Psychiatric_Care,2
Trinity,2017,Rehab,12
Trinity,2017,Residential Care facility,1
Trinity,2017,Routine (Home),1106
Trinity,2017,Skilled Nursing/Intermediate Care (SN/IC),176
Trinity,2018,Acute Care,79
Trinity,2018,Died,54
Trinity,2018,Home Health Service,54
Trinity,2018,Hospice_Care,11
Trinity,2018,Invalid or Blank,1
Trinity,2018,Left Against Medical Advice,19
Trinity,2018,Psychiatric_Care,4
Trinity,2018,Rehab,10
Trinity,2018,Residential Care facility,4
Trinity,2018,Routine (Home),999
Trinity,2018,Skilled Nursing/Intermediate Care (SN/IC),205
Trinity,2019,Acute Care,75
Trinity,2019,Died,66
Trinity,2019,Home Health Service,45
Trinity,2019,Hospice_Care,10
Trinity,2019,Left Against Medical Advice,28
Trinity,2019,Not_Defined_Elsewhere,1
Trinity,2019,Prison/Jail,1
Trinity,2019,Psychiatric_Care,2
Trinity,2019,Rehab,14
Trinity,2019,Residential Care facility,4
Trinity,2019,Routine (Home),914
Trinity,2019,Skilled Nursing/Intermediate Care (SN/IC),156
Trinity,2020,Acute Care,52
Trinity,2020,Died,52
Trinity,2020,Home Health Service,42
Trinity,2020,Hospice_Care,5
Trinity,2020,Left Against Medical Advice,33
Trinity,2020,Prison/Jail,3
Trinity,2020,Rehab,9
Trinity,2020,Residential Care facility,5
Trinity,2020,Routine (Home),855
Trinity,2020,Skilled Nursing/Intermediate Care (SN/IC),145
Trinity,2021,Acute Care,64
Trinity,2021,Critical Access Hospital,5
Trinity,2021,Died,74
Trinity,2021,Home Health Service,29
Trinity,2021,Hospice_Care,12
Trinity,2021,Left Against Medical Advice,36
Trinity,2021,Not_Defined_Elsewhere,1
Trinity,2021,Other,1
Trinity,2021,Rehab,9
Trinity,2021,Residential Care facility,2
Trinity,2021,Routine (Home),828
Trinity,2021,Skilled Nursing/Intermediate Care (SN/IC),169
Trinity,2022,Acute Care,48
Trinity,2022,Critical Access Hospital,1
Trinity,2022,Died,64
Trinity,2022,Home Health Service,36
Trinity,2022,Hospice_Care,13
Trinity,2022,Left Against Medical Advice,17
Trinity,2022,Not_Defined_Elsewhere,1
Trinity,2022,Prison/Jail,1
Trinity,2022,Rehab,17
Trinity,2022,Residential Care facility,3
Trinity,2022,Routine (Home),816
Trinity,2022,Skilled Nursing/Intermediate Care (SN/IC),186
Trinity,2023,Acute Care,55
Trinity,2023,Critical Access Hospital,1
Trinity,2023,Died,50
Trinity,2023,Home Health Service,27
Trinity,2023,Hospice_Care,15
Trinity,2023,Left Against Medical Advice,18
Trinity,2023,Not_Defined_Elsewhere,2
Trinity,2023,Prison/Jail,2
Trinity,2023,Psychiatric_Care,3
Trinity,2023,Rehab,9
Trinity,2023,Residential Care facility,6
Trinity,2023,Routine (Home),788
Trinity,2023,Skilled Nursing/Intermediate Care (SN/IC),184
Tulare,2012,Acute Care at another hospital,952
Tulare,2012,Acute Care within the admitting hospital,116
Tulare,2012,Died,940
Tulare,2012,Home Health Service,2389
Tulare,2012,Invalid,1
Tulare,2012,Left Against Medical Advice,291
Tulare,2012,Other,47
Tulare,2012,Other Care (not SN/IC) at another hospital,312
Tulare,2012,Other Care with the admitting hospital,428
Tulare,2012,Prison/Jail,90
Tulare,2012,Residential Care facility,218
Tulare,2012,Routine (Home),39914
Tulare,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,540
Tulare,2012,SN/IC at another facility,2557
Tulare,2013,Acute Care at another hospital,840
Tulare,2013,Acute Care within the admitting hospital,108
Tulare,2013,Died,929
Tulare,2013,Home Health Service,2444
Tulare,2013,Invalid,1
Tulare,2013,Left Against Medical Advice,241
Tulare,2013,Other,57
Tulare,2013,Other Care (not SN/IC) at another hospital,307
Tulare,2013,Other Care with the admitting hospital,438
Tulare,2013,Prison/Jail,68
Tulare,2013,Residential Care facility,198
Tulare,2013,Routine (Home),37651
Tulare,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,455
Tulare,2013,SN/IC at another facility,2592
Tulare,2014,Acute Care at another hospital,885
Tulare,2014,Acute Care within the admitting hospital,145
Tulare,2014,Died,966
Tulare,2014,Home Health Service,2517
Tulare,2014,Invalid,13
Tulare,2014,Left Against Medical Advice,283
Tulare,2014,Other,82
Tulare,2014,Other Care (not SN/IC) at another hospital,305
Tulare,2014,Other Care with the admitting hospital,588
Tulare,2014,Prison/Jail,61
Tulare,2014,Residential Care facility,220
Tulare,2014,Routine (Home),37420
Tulare,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,580
Tulare,2014,SN/IC at another facility,2553
Tulare,2015,Acute Care,928
Tulare,2015,Childrens_or_Cancer,135
Tulare,2015,Died,1084
Tulare,2015,Home Health Service,2861
Tulare,2015,Hospice_Care,339
Tulare,2015,Invalid or Blank,15
Tulare,2015,Left Against Medical Advice,354
Tulare,2015,Not_Defined_Elsewhere,66
Tulare,2015,Other,15
Tulare,2015,Prison/Jail,36
Tulare,2015,Psychiatric_Care,99
Tulare,2015,Rehab,694
Tulare,2015,Residential Care facility,20
Tulare,2015,Routine (Home),37095
Tulare,2015,Skilled Nursing/Intermediate Care (SN/IC),3491
Tulare,2016,Acute Care,848
Tulare,2016,Childrens_or_Cancer,147
Tulare,2016,Critical Access Hospital,9
Tulare,2016,Died,1077
Tulare,2016,Home Health Service,3438
Tulare,2016,Hospice_Care,309
Tulare,2016,Invalid or Blank,1
Tulare,2016,Left Against Medical Advice,447
Tulare,2016,Not_Defined_Elsewhere,83
Tulare,2016,Other,22
Tulare,2016,Prison/Jail,63
Tulare,2016,Psychiatric_Care,99
Tulare,2016,Rehab,650
Tulare,2016,Residential Care facility,31
Tulare,2016,Routine (Home),35722
Tulare,2016,Skilled Nursing/Intermediate Care (SN/IC),3604
Tulare,2017,Acute Care,882
Tulare,2017,Childrens_or_Cancer,126
Tulare,2017,Critical Access Hospital,25
Tulare,2017,Died,1064
Tulare,2017,Home Health Service,3637
Tulare,2017,Hospice_Care,399
Tulare,2017,Invalid or Blank,3
Tulare,2017,Left Against Medical Advice,453
Tulare,2017,Not_Defined_Elsewhere,43
Tulare,2017,Other,17
Tulare,2017,Prison/Jail,92
Tulare,2017,Psychiatric_Care,147
Tulare,2017,Rehab,596
Tulare,2017,Residential Care facility,26
Tulare,2017,Routine (Home),36366
Tulare,2017,Skilled Nursing/Intermediate Care (SN/IC),3882
Tulare,2018,Acute Care,896
Tulare,2018,Childrens_or_Cancer,137
Tulare,2018,Critical Access Hospital,24
Tulare,2018,Died,1094
Tulare,2018,Home Health Service,3363
Tulare,2018,Hospice_Care,418
Tulare,2018,Invalid or Blank,5
Tulare,2018,Left Against Medical Advice,472
Tulare,2018,Not_Defined_Elsewhere,64
Tulare,2018,Other,13
Tulare,2018,Prison/Jail,76
Tulare,2018,Psychiatric_Care,130
Tulare,2018,Rehab,634
Tulare,2018,Residential Care facility,149
Tulare,2018,Routine (Home),32854
Tulare,2018,Skilled Nursing/Intermediate Care (SN/IC),3921
Tulare,2019,Acute Care,864
Tulare,2019,Childrens_or_Cancer,144
Tulare,2019,Critical Access Hospital,15
Tulare,2019,Died,991
Tulare,2019,Home Health Service,4069
Tulare,2019,Hospice_Care,449
Tulare,2019,Invalid or Blank,42
Tulare,2019,Left Against Medical Advice,538
Tulare,2019,Not_Defined_Elsewhere,30
Tulare,2019,Other,5
Tulare,2019,Prison/Jail,78
Tulare,2019,Psychiatric_Care,149
Tulare,2019,Rehab,667
Tulare,2019,Residential Care facility,266
Tulare,2019,Routine (Home),32598
Tulare,2019,Skilled Nursing/Intermediate Care (SN/IC),4110
Tulare,2020,Acute Care,864
Tulare,2020,Childrens_or_Cancer,143
Tulare,2020,Critical Access Hospital,5
Tulare,2020,Died,1317
Tulare,2020,Disaster_Care_Site,1
Tulare,2020,Home Health Service,4425
Tulare,2020,Hospice_Care,540
Tulare,2020,Invalid or Blank,9
Tulare,2020,Left Against Medical Advice,630
Tulare,2020,Not_Defined_Elsewhere,22
Tulare,2020,Other,3
Tulare,2020,Prison/Jail,48
Tulare,2020,Psychiatric_Care,119
Tulare,2020,Rehab,539
Tulare,2020,Residential Care facility,256
Tulare,2020,Routine (Home),28967
Tulare,2020,Skilled Nursing/Intermediate Care (SN/IC),3010
Tulare,2021,Acute Care,961
Tulare,2021,Childrens_or_Cancer,157
Tulare,2021,Died,1615
Tulare,2021,Home Health Service,4938
Tulare,2021,Hospice_Care,560
Tulare,2021,Invalid or Blank,29
Tulare,2021,Left Against Medical Advice,781
Tulare,2021,Not_Defined_Elsewhere,22
Tulare,2021,Other,2
Tulare,2021,Prison/Jail,67
Tulare,2021,Psychiatric_Care,151
Tulare,2021,Rehab,626
Tulare,2021,Residential Care facility,231
Tulare,2021,Routine (Home),30648
Tulare,2021,Skilled Nursing/Intermediate Care (SN/IC),3183
Tulare,2022,Acute Care,903
Tulare,2022,Childrens_or_Cancer,139
Tulare,2022,Died,1150
Tulare,2022,Home Health Service,5133
Tulare,2022,Hospice_Care,535
Tulare,2022,Invalid or Blank,19
Tulare,2022,Left Against Medical Advice,809
Tulare,2022,Not_Defined_Elsewhere,19
Tulare,2022,Other,2
Tulare,2022,Prison/Jail,53
Tulare,2022,Psychiatric_Care,149
Tulare,2022,Rehab,648
Tulare,2022,Residential Care facility,225
Tulare,2022,Routine (Home),31011
Tulare,2022,Skilled Nursing/Intermediate Care (SN/IC),3205
Tulare,2023,Acute Care,833
Tulare,2023,Childrens_or_Cancer,136
Tulare,2023,Critical Access Hospital,1
Tulare,2023,Died,1017
Tulare,2023,Home Health Service,5062
Tulare,2023,Hospice_Care,506
Tulare,2023,Invalid or Blank,9
Tulare,2023,Left Against Medical Advice,698
Tulare,2023,Not_Defined_Elsewhere,34
Tulare,2023,Other,6
Tulare,2023,Prison/Jail,62
Tulare,2023,Psychiatric_Care,142
Tulare,2023,Rehab,703
Tulare,2023,Residential Care facility,258
Tulare,2023,Routine (Home),29728
Tulare,2023,Skilled Nursing/Intermediate Care (SN/IC),3416
Tuolumne,2012,Acute Care at another hospital,221
Tuolumne,2012,Acute Care within the admitting hospital,29
Tuolumne,2012,Died,176
Tuolumne,2012,Home Health Service,1171
Tuolumne,2012,Left Against Medical Advice,34
Tuolumne,2012,Other,13
Tuolumne,2012,Other Care (not SN/IC) at another hospital,52
Tuolumne,2012,Other Care with the admitting hospital,12
Tuolumne,2012,Prison/Jail,60
Tuolumne,2012,Residential Care facility,16
Tuolumne,2012,Routine (Home),4048
Tuolumne,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,208
Tuolumne,2012,SN/IC at another facility,373
Tuolumne,2013,Acute Care at another hospital,190
Tuolumne,2013,Acute Care within the admitting hospital,45
Tuolumne,2013,Died,180
Tuolumne,2013,Home Health Service,1276
Tuolumne,2013,Invalid,1
Tuolumne,2013,Left Against Medical Advice,45
Tuolumne,2013,Other,11
Tuolumne,2013,Other Care (not SN/IC) at another hospital,63
Tuolumne,2013,Other Care with the admitting hospital,12
Tuolumne,2013,Prison/Jail,68
Tuolumne,2013,Residential Care facility,21
Tuolumne,2013,Routine (Home),3910
Tuolumne,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,272
Tuolumne,2013,SN/IC at another facility,338
Tuolumne,2014,Acute Care at another hospital,203
Tuolumne,2014,Acute Care within the admitting hospital,35
Tuolumne,2014,Died,166
Tuolumne,2014,Home Health Service,1233
Tuolumne,2014,Invalid,2
Tuolumne,2014,Left Against Medical Advice,75
Tuolumne,2014,Other,24
Tuolumne,2014,Other Care (not SN/IC) at another hospital,44
Tuolumne,2014,Other Care with the admitting hospital,8
Tuolumne,2014,Prison/Jail,75
Tuolumne,2014,Residential Care facility,19
Tuolumne,2014,Routine (Home),3844
Tuolumne,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,352
Tuolumne,2014,SN/IC at another facility,213
Tuolumne,2015,Acute Care,210
Tuolumne,2015,Childrens_or_Cancer,5
Tuolumne,2015,Died,201
Tuolumne,2015,Home Health Service,1167
Tuolumne,2015,Hospice_Care,50
Tuolumne,2015,Invalid or Blank,1
Tuolumne,2015,Left Against Medical Advice,98
Tuolumne,2015,Not_Defined_Elsewhere,2
Tuolumne,2015,Other,6
Tuolumne,2015,Prison/Jail,63
Tuolumne,2015,Psychiatric_Care,10
Tuolumne,2015,Rehab,28
Tuolumne,2015,Residential Care facility,8
Tuolumne,2015,Routine (Home),3911
Tuolumne,2015,Skilled Nursing/Intermediate Care (SN/IC),686
Tuolumne,2016,Acute Care,277
Tuolumne,2016,Childrens_or_Cancer,3
Tuolumne,2016,Died,189
Tuolumne,2016,Home Health Service,1146
Tuolumne,2016,Hospice_Care,32
Tuolumne,2016,Left Against Medical Advice,81
Tuolumne,2016,Not_Defined_Elsewhere,3
Tuolumne,2016,Other,5
Tuolumne,2016,Prison/Jail,68
Tuolumne,2016,Psychiatric_Care,9
Tuolumne,2016,Rehab,41
Tuolumne,2016,Residential Care facility,6
Tuolumne,2016,Routine (Home),3693
Tuolumne,2016,Skilled Nursing/Intermediate Care (SN/IC),674
Tuolumne,2017,Acute Care,272
Tuolumne,2017,Childrens_or_Cancer,2
Tuolumne,2017,Critical Access Hospital,1
Tuolumne,2017,Died,195
Tuolumne,2017,Home Health Service,1009
Tuolumne,2017,Hospice_Care,83
Tuolumne,2017,Invalid or Blank,4
Tuolumne,2017,Left Against Medical Advice,57
Tuolumne,2017,Not_Defined_Elsewhere,10
Tuolumne,2017,Other,2
Tuolumne,2017,Prison/Jail,57
Tuolumne,2017,Psychiatric_Care,12
Tuolumne,2017,Rehab,51
Tuolumne,2017,Residential Care facility,14
Tuolumne,2017,Routine (Home),3710
Tuolumne,2017,Skilled Nursing/Intermediate Care (SN/IC),694
Tuolumne,2018,Acute Care,238
Tuolumne,2018,Childrens_or_Cancer,7
Tuolumne,2018,Critical Access Hospital,1
Tuolumne,2018,Died,167
Tuolumne,2018,Home Health Service,860
Tuolumne,2018,Hospice_Care,104
Tuolumne,2018,Invalid or Blank,5
Tuolumne,2018,Left Against Medical Advice,63
Tuolumne,2018,Not_Defined_Elsewhere,16
Tuolumne,2018,Prison/Jail,43
Tuolumne,2018,Psychiatric_Care,10
Tuolumne,2018,Rehab,46
Tuolumne,2018,Residential Care facility,15
Tuolumne,2018,Routine (Home),3600
Tuolumne,2018,Skilled Nursing/Intermediate Care (SN/IC),605
Tuolumne,2019,Acute Care,261
Tuolumne,2019,Childrens_or_Cancer,2
Tuolumne,2019,Critical Access Hospital,1
Tuolumne,2019,Died,184
Tuolumne,2019,Home Health Service,762
Tuolumne,2019,Hospice_Care,97
Tuolumne,2019,Invalid or Blank,1
Tuolumne,2019,Left Against Medical Advice,90
Tuolumne,2019,Not_Defined_Elsewhere,15
Tuolumne,2019,Other,1
Tuolumne,2019,Prison/Jail,37
Tuolumne,2019,Psychiatric_Care,11
Tuolumne,2019,Rehab,74
Tuolumne,2019,Residential Care facility,23
Tuolumne,2019,Routine (Home),3800
Tuolumne,2019,Skilled Nursing/Intermediate Care (SN/IC),596
Tuolumne,2020,Acute Care,223
Tuolumne,2020,Childrens_or_Cancer,4
Tuolumne,2020,Critical Access Hospital,1
Tuolumne,2020,Died,233
Tuolumne,2020,Home Health Service,782
Tuolumne,2020,Hospice_Care,112
Tuolumne,2020,Left Against Medical Advice,87
Tuolumne,2020,Not_Defined_Elsewhere,21
Tuolumne,2020,Prison/Jail,47
Tuolumne,2020,Psychiatric_Care,20
Tuolumne,2020,Rehab,70
Tuolumne,2020,Residential Care facility,19
Tuolumne,2020,Routine (Home),3407
Tuolumne,2020,Skilled Nursing/Intermediate Care (SN/IC),508
Tuolumne,2021,Acute Care,217
Tuolumne,2021,Childrens_or_Cancer,3
Tuolumne,2021,Died,264
Tuolumne,2021,Home Health Service,739
Tuolumne,2021,Hospice_Care,99
Tuolumne,2021,Invalid or Blank,3
Tuolumne,2021,Left Against Medical Advice,78
Tuolumne,2021,Not_Defined_Elsewhere,14
Tuolumne,2021,Prison/Jail,30
Tuolumne,2021,Psychiatric_Care,13
Tuolumne,2021,Rehab,60
Tuolumne,2021,Residential Care facility,5
Tuolumne,2021,Routine (Home),3665
Tuolumne,2021,Skilled Nursing/Intermediate Care (SN/IC),469
Tuolumne,2022,Acute Care,238
Tuolumne,2022,Childrens_or_Cancer,2
Tuolumne,2022,Died,208
Tuolumne,2022,Home Health Service,711
Tuolumne,2022,Hospice_Care,120
Tuolumne,2022,Invalid or Blank,1
Tuolumne,2022,Left Against Medical Advice,90
Tuolumne,2022,Not_Defined_Elsewhere,8
Tuolumne,2022,Other,5
Tuolumne,2022,Prison/Jail,38
Tuolumne,2022,Psychiatric_Care,11
Tuolumne,2022,Rehab,88
Tuolumne,2022,Residential Care facility,18
Tuolumne,2022,Routine (Home),3595
Tuolumne,2022,Skilled Nursing/Intermediate Care (SN/IC),579
Tuolumne,2023,Acute Care,243
Tuolumne,2023,Childrens_or_Cancer,2
Tuolumne,2023,Died,172
Tuolumne,2023,Home Health Service,739
Tuolumne,2023,Hospice_Care,91
Tuolumne,2023,Invalid or Blank,5
Tuolumne,2023,Left Against Medical Advice,101
Tuolumne,2023,Not_Defined_Elsewhere,2
Tuolumne,2023,Other,15
Tuolumne,2023,Prison/Jail,67
Tuolumne,2023,Psychiatric_Care,10
Tuolumne,2023,Rehab,126
Tuolumne,2023,Residential Care facility,9
Tuolumne,2023,Routine (Home),3581
Tuolumne,2023,Skilled Nursing/Intermediate Care (SN/IC),543
Unknown,2019,Acute Care,44
Unknown,2019,Childrens_or_Cancer,4
Unknown,2019,Died,34
Unknown,2019,Home Health Service,62
Unknown,2019,Hospice_Care,7
Unknown,2019,Left Against Medical Advice,74
Unknown,2019,Not_Defined_Elsewhere,8
Unknown,2019,Prison/Jail,9
Unknown,2019,Psychiatric_Care,9
Unknown,2019,Rehab,8
Unknown,2019,Residential Care facility,9
Unknown,2019,Routine (Home),783
Unknown,2019,Skilled Nursing/Intermediate Care (SN/IC),92
Unknown,2020,Acute Care,15
Unknown,2020,Childrens_or_Cancer,4
Unknown,2020,Died,34
Unknown,2020,Home Health Service,49
Unknown,2020,Hospice_Care,9
Unknown,2020,Invalid or Blank,1
Unknown,2020,Left Against Medical Advice,77
Unknown,2020,Not_Defined_Elsewhere,22
Unknown,2020,Prison/Jail,7
Unknown,2020,Psychiatric_Care,10
Unknown,2020,Rehab,8
Unknown,2020,Residential Care facility,8
Unknown,2020,Routine (Home),647
Unknown,2020,Skilled Nursing/Intermediate Care (SN/IC),75
Unknown,2021,Acute Care,34
Unknown,2021,Childrens_or_Cancer,2
