patcnty1,dsch_yr,srcsite1,Discharges,AnnotationCode,AnnotationDesc
Sutter,2014,Other,207,,
Sutter,2014,Other Inpatient Hospital Care,23,,
Sutter,2014,Prison/Jail,7,,
Sutter,2014,Residential Care Facility,24,,
Sutter,2014,Skilled Nursing/Intermediate Care,47,,
Sutter,2015,Acute Inpatient Hospital Care,384,,
Sutter,2015,Ambulatory Surgery,39,,
Sutter,2015,Home,8046,,
Sutter,2015,Newborn (born in admitting hospital),1258,,
Sutter,2015,Other,307,,
Sutter,2015,Other Inpatient Hospital Care,21,,
Sutter,2015,Prison/Jail,7,,
Sutter,2015,Residential Care Facility,36,,
Sutter,2015,Skilled Nursing/Intermediate Care,42,,
Sutter,2016,Acute Inpatient Hospital Care,338,,
Sutter,2016,Ambulatory Surgery,24,,
Sutter,2016,Home,8283,,
Sutter,2016,Newborn (born in admitting hospital),1343,,
Sutter,2016,Other,384,,
Sutter,2016,Other Inpatient Hospital Care,46,,
Sutter,2016,Prison/Jail,2,,
Sutter,2016,Residential Care Facility,38,,
Sutter,2016,Skilled Nursing/Intermediate Care,40,,
Sutter,2017,Clinic or physicians' office,285,,
Sutter,2017,Court/Law Enforcement,4,,
Sutter,2017,Information not available/Unknown,2,,
Sutter,2017,Newborn (born in admitting hospital),1245,,
Sutter,2017,Newborn (born outside of hospital),1,,
Sutter,2017,"Newborn, Illogical Point of Origin",2,,
Sutter,2017,Non-health care facility,7578,,
Sutter,2017,SNF/ICF/ALF,178,,
Sutter,2017,Transfer from a different hospital,920,,
Sutter,2017,Transfer from ambulatory surgery,13,,
Sutter,2017,Transfer from another health care facility,62,,
Sutter,2017,Transfer from one distinct unit to another,35,,
Sutter,2018,Clinic or physicians' office,375,,
Sutter,2018,Court/Law Enforcement,16,,
Sutter,2018,Information not available/Unknown,4,,
Sutter,2018,Newborn (born in admitting hospital),1241,,
Sutter,2018,Newborn (born outside of hospital),1,,
Sutter,2018,Non-health care facility,7725,,
Sutter,2018,SNF/ICF/ALF,265,,
Sutter,2018,Transfer from a different hospital,1102,,
Sutter,2018,Transfer from ambulatory surgery,7,,
Sutter,2018,Transfer from another health care facility,46,,
Sutter,2018,Transfer from hospice facility,2,,
Sutter,2018,Transfer from one distinct unit to another,45,,
Sutter,2019,Clinic or physicians' office,392,,
Sutter,2019,Court/Law Enforcement,17,,
Sutter,2019,Information not available/Unknown,2,,
Sutter,2019,Newborn (born in admitting hospital),1233,,
Sutter,2019,Newborn (born outside of hospital),3,,
Sutter,2019,Non-health care facility,7529,,
Sutter,2019,SNF/ICF/ALF,289,,
Sutter,2019,Transfer from a different hospital,1097,,
Sutter,2019,Transfer from ambulatory surgery,6,,
Sutter,2019,Transfer from another health care facility,45,,
Sutter,2019,Transfer from one distinct unit to another,40,,
Sutter,2020,Clinic or physicians' office,280,,
Sutter,2020,Court/Law Enforcement,3,,
Sutter,2020,Information not available/Unknown,5,,
Sutter,2020,Newborn (born in admitting hospital),1213,,
Sutter,2020,Newborn (born outside of hospital),6,,
Sutter,2020,"Newborn, Illogical Point of Origin",2,,
Sutter,2020,Non-health care facility,7210,,
Sutter,2020,SNF/ICF/ALF,190,,
Sutter,2020,Transfer from a different hospital,1076,,
Sutter,2020,Transfer from ambulatory surgery,6,,
Sutter,2020,Transfer from another health care facility,41,,
Sutter,2020,Transfer from one distinct unit to another,65,,
Sutter,2021,Clinic or physicians' office,249,,
Sutter,2021,Court/Law Enforcement,4,,
Sutter,2021,Information not available/Unknown,1,,
Sutter,2021,Newborn (born in admitting hospital),1217,,
Sutter,2021,Newborn (born outside of hospital),3,,
Sutter,2021,Non-health care facility,7722,,
Sutter,2021,SNF/ICF/ALF,186,,
Sutter,2021,Transfer from a different hospital,1113,,
Sutter,2021,Transfer from ambulatory surgery,4,,
Sutter,2021,Transfer from another health care facility,37,,
Sutter,2021,Transfer from one distinct unit to another,69,,
Sutter,2022,Clinic or physicians' office,193,,
Sutter,2022,Court/Law Enforcement,7,,
Sutter,2022,Information not available/Unknown,1,,
Sutter,2022,Newborn (born in admitting hospital),1191,,
Sutter,2022,Newborn (born outside of hospital),3,,
Sutter,2022,Non-health care facility,6905,,
Sutter,2022,SNF/ICF/ALF,171,,
Sutter,2022,Transfer from a different hospital,998,,
Sutter,2022,Transfer from ambulatory surgery,5,,
Sutter,2022,Transfer from another health care facility,27,,
Sutter,2022,Transfer from one distinct unit to another,61,,
Sutter,2023,Clinic or physicians' office,264,,
Sutter,2023,Court/Law Enforcement,7,,
Sutter,2023,Information not available/Unknown,6,,
Sutter,2023,Newborn (born in admitting hospital),1190,,
Sutter,2023,Newborn (born outside of hospital),1,,
Sutter,2023,"Newborn, Illogical Point of Origin",7,,
Sutter,2023,Non-health care facility,7351,,
Sutter,2023,SNF/ICF/ALF,153,,
Sutter,2023,Transfer from a different hospital,1044,,
Sutter,2023,Transfer from ambulatory surgery,10,,
Sutter,2023,Transfer from another health care facility,37,,
Sutter,2023,Transfer from one distinct unit to another,53,,
Tehama,2012,Acute Inpatient Hospital Care,367,,
Tehama,2012,Ambulatory Surgery,35,,
Tehama,2012,Home,4692,,
Tehama,2012,Newborn (born in admitting hospital),739,,
Tehama,2012,Other,347,,
Tehama,2012,Other Inpatient Hospital Care,12,,
Tehama,2012,Prison/Jail,7,,
Tehama,2012,Residential Care Facility,24,,
Tehama,2012,Skilled Nursing/Intermediate Care,72,,
Tehama,2013,Acute Inpatient Hospital Care,337,,
Tehama,2013,Ambulatory Surgery,22,,
Tehama,2013,Home,4545,,
Tehama,2013,Newborn (born in admitting hospital),692,,
Tehama,2013,Other,340,,
Tehama,2013,Other Inpatient Hospital Care,9,,
Tehama,2013,Prison/Jail,4,,
Tehama,2013,Residential Care Facility,31,,
Tehama,2013,Skilled Nursing/Intermediate Care,69,,
Tehama,2014,Acute Inpatient Hospital Care,279,,
Tehama,2014,Ambulatory Surgery,20,,
Tehama,2014,Home,4563,,
Tehama,2014,Invalid,1,,
Tehama,2014,Newborn (born in admitting hospital),734,,
Tehama,2014,Other,411,,
Tehama,2014,Other Inpatient Hospital Care,21,,
Tehama,2014,Prison/Jail,2,,
Tehama,2014,Residential Care Facility,27,,
Tehama,2014,Skilled Nursing/Intermediate Care,102,,
Tehama,2015,Acute Inpatient Hospital Care,278,,
Tehama,2015,Ambulatory Surgery,18,,
Tehama,2015,Home,4619,,
Tehama,2015,Newborn (born in admitting hospital),761,,
Tehama,2015,Other,440,,
Tehama,2015,Other Inpatient Hospital Care,20,,
Tehama,2015,Prison/Jail,1,,
Tehama,2015,Residential Care Facility,34,,
Tehama,2015,Skilled Nursing/Intermediate Care,93,,
Tehama,2016,Acute Inpatient Hospital Care,314,,
Tehama,2016,Ambulatory Surgery,18,,
Tehama,2016,Home,4758,,
Tehama,2016,Newborn (born in admitting hospital),737,,
Tehama,2016,Other,426,,
Tehama,2016,Other Inpatient Hospital Care,40,,
Tehama,2016,Prison/Jail,3,,
Tehama,2016,Residential Care Facility,30,,
Tehama,2016,Skilled Nursing/Intermediate Care,112,,
Tehama,2017,Clinic or physicians' office,145,,
Tehama,2017,Court/Law Enforcement,4,,
Tehama,2017,Newborn (born in admitting hospital),687,,
Tehama,2017,Newborn (born outside of hospital),4,,
Tehama,2017,"Newborn, Illogical Point of Origin",2,,
Tehama,2017,Non-health care facility,4306,,
Tehama,2017,SNF/ICF/ALF,145,,
Tehama,2017,Transfer from a different hospital,777,,
Tehama,2017,Transfer from ambulatory surgery,12,,
Tehama,2017,Transfer from another health care facility,26,,
Tehama,2017,Transfer from one distinct unit to another,45,,
Tehama,2018,Clinic or physicians' office,135,,
Tehama,2018,Court/Law Enforcement,4,,
Tehama,2018,Information not available/Unknown,6,,
Tehama,2018,Newborn (born in admitting hospital),667,,
Tehama,2018,Newborn (born outside of hospital),3,,
Tehama,2018,Non-health care facility,4751,,
Tehama,2018,SNF/ICF/ALF,141,,
Tehama,2018,Transfer from a different hospital,787,,
Tehama,2018,Transfer from ambulatory surgery,3,,
Tehama,2018,Transfer from another health care facility,26,,
Tehama,2018,Transfer from one distinct unit to another,51,,
Tehama,2019,Clinic or physicians' office,116,,
Tehama,2019,Court/Law Enforcement,11,,
Tehama,2019,Information not available/Unknown,1,,
Tehama,2019,Newborn (born in admitting hospital),675,,
Tehama,2019,Newborn (born outside of hospital),8,,
Tehama,2019,"Newborn, Illogical Point of Origin",4,,
Tehama,2019,Non-health care facility,4940,,
Tehama,2019,SNF/ICF/ALF,101,,
Tehama,2019,Transfer from a different hospital,890,,
Tehama,2019,Transfer from ambulatory surgery,6,,
Tehama,2019,Transfer from another health care facility,16,,
Tehama,2019,Transfer from one distinct unit to another,54,,
Tehama,2020,Clinic or physicians' office,137,,
Tehama,2020,Court/Law Enforcement,9,,
Tehama,2020,Information not available/Unknown,1,,
Tehama,2020,Newborn (born in admitting hospital),621,,
Tehama,2020,Newborn (born outside of hospital),6,,
Tehama,2020,Non-health care facility,4368,,
Tehama,2020,SNF/ICF/ALF,109,,
Tehama,2020,Transfer from a different hospital,765,,
Tehama,2020,Transfer from ambulatory surgery,7,,
Tehama,2020,Transfer from another health care facility,23,,
Tehama,2020,Transfer from one distinct unit to another,47,,
Tehama,2021,Clinic or physicians' office,181,,
Tehama,2021,Court/Law Enforcement,4,,
Tehama,2021,Information not available/Unknown,2,,
Tehama,2021,Newborn (born in admitting hospital),661,,
Tehama,2021,Newborn (born outside of hospital),5,,
Tehama,2021,Non-health care facility,4660,,
Tehama,2021,SNF/ICF/ALF,94,,
Tehama,2021,Transfer from a different hospital,818,,
Tehama,2021,Transfer from ambulatory surgery,3,,
Tehama,2021,Transfer from another health care facility,16,,
Tehama,2021,Transfer from one distinct unit to another,51,,
Tehama,2022,Clinic or physicians' office,193,,
Tehama,2022,Court/Law Enforcement,6,,
Tehama,2022,Information not available/Unknown,3,,
Tehama,2022,Newborn (born in admitting hospital),671,,
Tehama,2022,Newborn (born outside of hospital),20,,
Tehama,2022,"Newborn, Illogical Point of Origin",1,,
Tehama,2022,Non-health care facility,4423,,
Tehama,2022,SNF/ICF/ALF,85,,
Tehama,2022,Transfer from a different hospital,723,,
Tehama,2022,Transfer from ambulatory surgery,4,,
Tehama,2022,Transfer from another health care facility,23,,
Tehama,2022,Transfer from one distinct unit to another,55,,
Tehama,2023,Clinic or physicians' office,192,,
Tehama,2023,Court/Law Enforcement,6,,
Tehama,2023,Information not available/Unknown,10,,
Tehama,2023,Newborn (born in admitting hospital),650,,
Tehama,2023,Newborn (born outside of hospital),8,,
Tehama,2023,"Newborn, Illogical Point of Origin",1,,
Tehama,2023,Non-health care facility,4509,,
Tehama,2023,SNF/ICF/ALF,63,,
Tehama,2023,Transfer from a different hospital,768,,
Tehama,2023,Transfer from ambulatory surgery,3,,
Tehama,2023,Transfer from another health care facility,25,,
Tehama,2023,Transfer from one distinct unit to another,48,,
Trinity,2012,Acute Inpatient Hospital Care,184,,
Trinity,2012,Ambulatory Surgery,6,,
Trinity,2012,Home,1119,,
Trinity,2012,Newborn (born in admitting hospital),108,,
Trinity,2012,Other,74,,
Trinity,2012,Other Inpatient Hospital Care,7,,
Trinity,2012,Prison/Jail,4,,
Trinity,2012,Residential Care Facility,5,,
Trinity,2012,Skilled Nursing/Intermediate Care,31,,
Trinity,2013,Acute Inpatient Hospital Care,206,,
Trinity,2013,Home,1103,,
Trinity,2013,Newborn (born in admitting hospital),99,,
Trinity,2013,Other,81,,
Trinity,2013,Other Inpatient Hospital Care,4,,
Trinity,2013,Residential Care Facility,7,,
Trinity,2013,Skilled Nursing/Intermediate Care,18,,
Trinity,2014,Acute Inpatient Hospital Care,159,,
Trinity,2014,Ambulatory Surgery,3,,
Trinity,2014,Home,1047,,
Trinity,2014,Newborn (born in admitting hospital),95,,
Trinity,2014,Other,105,,
Trinity,2014,Other Inpatient Hospital Care,4,,
Trinity,2014,Residential Care Facility,5,,
Trinity,2014,Skilled Nursing/Intermediate Care,29,,
Trinity,2015,Acute Inpatient Hospital Care,196,,
Trinity,2015,Ambulatory Surgery,1,,
Trinity,2015,Home,1048,,
Trinity,2015,Invalid,1,,
Trinity,2015,Newborn (born in admitting hospital),98,,
Trinity,2015,Other,119,,
Trinity,2015,Other Inpatient Hospital Care,6,,
Trinity,2015,Residential Care Facility,3,,
Trinity,2015,Skilled Nursing/Intermediate Care,37,,
Trinity,2016,Acute Inpatient Hospital Care,197,,
Trinity,2016,Ambulatory Surgery,3,,
Trinity,2016,Home,1016,,
Trinity,2016,Newborn (born in admitting hospital),104,,
Trinity,2016,Other,112,,
Trinity,2016,Other Inpatient Hospital Care,9,,
Trinity,2016,Residential Care Facility,5,,
Trinity,2016,Skilled Nursing/Intermediate Care,24,,
Trinity,2017,Clinic or physicians' office,33,,
Trinity,2017,Information not available/Unknown,2,,
Trinity,2017,Newborn (born in admitting hospital),118,,
Trinity,2017,Non-health care facility,1061,,
Trinity,2017,SNF/ICF/ALF,23,,
Trinity,2017,Transfer from a different hospital,239,,
Trinity,2017,Transfer from ambulatory surgery,2,,
Trinity,2017,Transfer from another health care facility,6,,
Trinity,2017,Transfer from one distinct unit to another,19,,
Trinity,2018,Clinic or physicians' office,38,,
Trinity,2018,Information not available/Unknown,1,,
Trinity,2018,Newborn (born in admitting hospital),102,,
Trinity,2018,Newborn (born outside of hospital),2,,
Trinity,2018,"Newborn, Illogical Point of Origin",1,,
Trinity,2018,Non-health care facility,977,,
Trinity,2018,SNF/ICF/ALF,33,,
Trinity,2018,Transfer from a different hospital,265,,
Trinity,2018,Transfer from ambulatory surgery,3,,
Trinity,2018,Transfer from another health care facility,8,,
Trinity,2018,Transfer from one distinct unit to another,10,,
Trinity,2019,Clinic or physicians' office,28,,
Trinity,2019,Information not available/Unknown,1,,
Trinity,2019,Newborn (born in admitting hospital),80,,
Trinity,2019,"Newborn, Illogical Point of Origin",1,,
Trinity,2019,Non-health care facility,771,,
Trinity,2019,SNF/ICF/ALF,21,,
Trinity,2019,Transfer from a different hospital,260,,
Trinity,2019,Transfer from another health care facility,2,,
Trinity,2019,Transfer from one distinct unit to another,152,,
Trinity,2020,Clinic or physicians' office,18,,
Trinity,2020,Court/Law Enforcement,1,,
Trinity,2020,Newborn (born in admitting hospital),85,,
Trinity,2020,Newborn (born outside of hospital),1,,
Trinity,2020,Non-health care facility,665,,
Trinity,2020,SNF/ICF/ALF,13,,
Trinity,2020,Transfer from a different hospital,252,,
Trinity,2020,Transfer from another health care facility,2,,
Trinity,2020,Transfer from one distinct unit to another,164,,
Trinity,2021,Clinic or physicians' office,27,,
Trinity,2021,Information not available/Unknown,1,,
Trinity,2021,Newborn (born in admitting hospital),92,,
Trinity,2021,Non-health care facility,791,,
Trinity,2021,SNF/ICF/ALF,9,,
Trinity,2021,Transfer from a different hospital,236,,
Trinity,2021,Transfer from another health care facility,6,,
Trinity,2021,Transfer from one distinct unit to another,68,,
Trinity,2022,Clinic or physicians' office,40,,
Trinity,2022,Court/Law Enforcement,1,,
Trinity,2022,Information not available/Unknown,1,,
Trinity,2022,Newborn (born in admitting hospital),95,,
Trinity,2022,Newborn (born outside of hospital),,1,Cell suppressed for small numbers
Trinity,2022,Non-health care facility,759,,
Trinity,2022,SNF/ICF/ALF,11,,
Trinity,2022,Transfer from a different hospital,210,,
Trinity,2022,Transfer from ambulatory surgery,1,,
Trinity,2022,Transfer from another health care facility,,2,Cells suppressed for complementary cell
Trinity,2022,Transfer from one distinct unit to another,76,,
Trinity,2023,Clinic or physicians' office,31,,
Trinity,2023,Court/Law Enforcement,1,,
Trinity,2023,Newborn (born in admitting hospital),88,,
Trinity,2023,Non-health care facility,775,,
Trinity,2023,SNF/ICF/ALF,13,,
Trinity,2023,Transfer from a different hospital,179,,
Trinity,2023,Transfer from ambulatory surgery,1,,
Trinity,2023,Transfer from another health care facility,3,,
Trinity,2023,Transfer from one distinct unit to another,69,,
Tulare,2012,Acute Inpatient Hospital Care,2269,,
Tulare,2012,Ambulatory Surgery,226,,
Tulare,2012,Home,36289,,
Tulare,2012,Newborn (born in admitting hospital),7944,,
Tulare,2012,Other,265,,
Tulare,2012,Other Inpatient Hospital Care,624,,
Tulare,2012,Prison/Jail,64,,
Tulare,2012,Residential Care Facility,269,,
Tulare,2012,Skilled Nursing/Intermediate Care,845,,
Tulare,2013,Acute Inpatient Hospital Care,2021,,
Tulare,2013,Ambulatory Surgery,159,,
Tulare,2013,Home,34626,,
Tulare,2013,Invalid,1,,
Tulare,2013,Newborn (born in admitting hospital),7589,,
Tulare,2013,Other,360,,
Tulare,2013,Other Inpatient Hospital Care,502,,
Tulare,2013,Prison/Jail,68,,
Tulare,2013,Residential Care Facility,256,,
Tulare,2013,Skilled Nursing/Intermediate Care,747,,
Tulare,2014,Acute Inpatient Hospital Care,2413,,
Tulare,2014,Ambulatory Surgery,182,,
Tulare,2014,Home,34641,,
Tulare,2014,Newborn (born in admitting hospital),7563,,
Tulare,2014,Other,299,,
Tulare,2014,Other Inpatient Hospital Care,650,,
Tulare,2014,Prison/Jail,70,,
Tulare,2014,Residential Care Facility,257,,
Tulare,2014,Skilled Nursing/Intermediate Care,543,,
Tulare,2015,Acute Inpatient Hospital Care,2342,,
Tulare,2015,Ambulatory Surgery,168,,
Tulare,2015,Home,35415,,
Tulare,2015,Newborn (born in admitting hospital),7361,,
Tulare,2015,Other,321,,
Tulare,2015,Other Inpatient Hospital Care,601,,
Tulare,2015,Prison/Jail,48,,
Tulare,2015,Residential Care Facility,268,,
Tulare,2015,Skilled Nursing/Intermediate Care,708,,
Tulare,2016,Acute Inpatient Hospital Care,2307,,
Tulare,2016,Ambulatory Surgery,119,,
Tulare,2016,Home,35038,,
Tulare,2016,Invalid,1,,
Tulare,2016,Newborn (born in admitting hospital),7061,,
Tulare,2016,Other,350,,
Tulare,2016,Other Inpatient Hospital Care,617,,
Tulare,2016,Prison/Jail,38,,
Tulare,2016,Residential Care Facility,242,,
Tulare,2016,Skilled Nursing/Intermediate Care,777,,
Tulare,2017,Clinic or physicians' office,3440,,
Tulare,2017,Court/Law Enforcement,72,,
Tulare,2017,Information not available/Unknown,36,,
Tulare,2017,Newborn (born in admitting hospital),6546,,
Tulare,2017,Newborn (born outside of hospital),12,,
Tulare,2017,"Newborn, Illogical Point of Origin",9,,
Tulare,2017,Non-health care facility,32475,,
Tulare,2017,SNF/ICF/ALF,846,,
Tulare,2017,Transfer from a different hospital,3587,,
Tulare,2017,Transfer from ambulatory surgery,21,,
Tulare,2017,Transfer from another health care facility,623,,
Tulare,2017,Transfer from hospice facility,1,,
Tulare,2017,Transfer from one distinct unit to another,90,,
Tulare,2018,Clinic or physicians' office,3920,,
Tulare,2018,Court/Law Enforcement,37,,
Tulare,2018,Information not available/Unknown,31,,
Tulare,2018,Newborn (born in admitting hospital),5441,,
Tulare,2018,Newborn (born outside of hospital),18,,
Tulare,2018,Non-health care facility,29462,,
Tulare,2018,SNF/ICF/ALF,661,,
Tulare,2018,Transfer from a different hospital,3725,,
Tulare,2018,Transfer from ambulatory surgery,25,,
Tulare,2018,Transfer from another health care facility,829,,
Tulare,2018,Transfer from hospice facility,2,,
Tulare,2018,Transfer from one distinct unit to another,99,,
Tulare,2019,Clinic or physicians' office,2302,,
Tulare,2019,Court/Law Enforcement,40,,
Tulare,2019,Information not available/Unknown,3,,
Tulare,2019,Newborn (born in admitting hospital),4603,,
Tulare,2019,Newborn (born outside of hospital),21,,
Tulare,2019,"Newborn, Illogical Point of Origin",1,,
Tulare,2019,Non-health care facility,31682,,
Tulare,2019,SNF/ICF/ALF,798,,
Tulare,2019,Transfer from a different hospital,3280,,
Tulare,2019,Transfer from ambulatory surgery,22,,
Tulare,2019,Transfer from another health care facility,791,,
Tulare,2019,Transfer from hospice facility,2,,
Tulare,2019,Transfer from one distinct unit to another,1470,,
Tulare,2020,Clinic or physicians' office,2709,,
Tulare,2020,Court/Law Enforcement,36,,
Tulare,2020,Information not available/Unknown,19,,
Tulare,2020,Newborn (born in admitting hospital),4444,,
Tulare,2020,Newborn (born outside of hospital),11,,
Tulare,2020,"Newborn, Illogical Point of Origin",2,,
Tulare,2020,Non-health care facility,27880,,
Tulare,2020,SNF/ICF/ALF,758,,
Tulare,2020,Transfer from a different hospital,2748,,
Tulare,2020,Transfer from ambulatory surgery,6,,
Tulare,2020,Transfer from another health care facility,532,,
Tulare,2020,Transfer from hospice facility,2,,
Tulare,2020,Transfer from one distinct unit to another,1751,,
Tulare,2021,Clinic or physicians' office,2660,,
Tulare,2021,Court/Law Enforcement,35,,
Tulare,2021,Information not available/Unknown,11,,
Tulare,2021,Newborn (born in admitting hospital),5640,,
Tulare,2021,Newborn (born outside of hospital),18,,
Tulare,2021,Non-health care facility,29242,,
Tulare,2021,SNF/ICF/ALF,687,,
Tulare,2021,Transfer from a different hospital,3266,,
Tulare,2021,Transfer from ambulatory surgery,11,,
Tulare,2021,Transfer from another health care facility,515,,
Tulare,2021,Transfer from hospice facility,3,,
Tulare,2021,Transfer from one distinct unit to another,1883,,
Tulare,2022,Clinic or physicians' office,1719,,
Tulare,2022,Court/Law Enforcement,31,,
Tulare,2022,Designated Disaster Alternative Care Site,3,,
Tulare,2022,Information not available/Unknown,23,,
Tulare,2022,Newborn (born in admitting hospital),6679,,
Tulare,2022,Newborn (born outside of hospital),29,,
Tulare,2022,"Newborn, Illogical Point of Origin",1,,
Tulare,2022,Non-health care facility,29565,,
Tulare,2022,SNF/ICF/ALF,687,,
Tulare,2022,Transfer from a different hospital,3095,,
Tulare,2022,Transfer from ambulatory surgery,26,,
Tulare,2022,Transfer from another health care facility,339,,
Tulare,2022,Transfer from hospice facility,5,,
Tulare,2022,Transfer from one distinct unit to another,1798,,
Tulare,2023,Clinic or physicians' office,1622,,
Tulare,2023,Court/Law Enforcement,32,,
Tulare,2023,Designated Disaster Alternative Care Site,2,,
Tulare,2023,Information not available/Unknown,30,,
Tulare,2023,Newborn (born in admitting hospital),6438,,
Tulare,2023,Newborn (born outside of hospital),17,,
Tulare,2023,"Newborn, Illogical Point of Origin",3,,
Tulare,2023,Non-health care facility,28449,,
Tulare,2023,SNF/ICF/ALF,631,,
Tulare,2023,Transfer from a different hospital,3119,,
Tulare,2023,Transfer from ambulatory surgery,33,,
Tulare,2023,Transfer from another health care facility,306,,
Tulare,2023,Transfer from hospice facility,6,,
Tulare,2023,Transfer from one distinct unit to another,1923,,
Tuolumne,2012,Acute Inpatient Hospital Care,540,,
Tuolumne,2012,Ambulatory Surgery,24,,
Tuolumne,2012,Home,4797,,
Tuolumne,2012,Newborn (born in admitting hospital),439,,
Tuolumne,2012,Other,407,,
Tuolumne,2012,Other Inpatient Hospital Care,25,,
Tuolumne,2012,Prison/Jail,54,,
Tuolumne,2012,Residential Care Facility,24,,
Tuolumne,2012,Skilled Nursing/Intermediate Care,103,,
Tuolumne,2013,Acute Inpatient Hospital Care,499,,
Tuolumne,2013,Ambulatory Surgery,20,,
Tuolumne,2013,Home,4902,,
Tuolumne,2013,Newborn (born in admitting hospital),450,,
Tuolumne,2013,Other,361,,
Tuolumne,2013,Other Inpatient Hospital Care,20,,
Tuolumne,2013,Prison/Jail,54,,
Tuolumne,2013,Residential Care Facility,19,,
Tuolumne,2013,Skilled Nursing/Intermediate Care,107,,
Tuolumne,2014,Acute Inpatient Hospital Care,486,,
Tuolumne,2014,Ambulatory Surgery,4,,
Tuolumne,2014,Home,4816,,
Tuolumne,2014,Newborn (born in admitting hospital),430,,
Tuolumne,2014,Other,356,,
Tuolumne,2014,Other Inpatient Hospital Care,14,,
Tuolumne,2014,Prison/Jail,72,,
Tuolumne,2014,Residential Care Facility,8,,
Tuolumne,2014,Skilled Nursing/Intermediate Care,107,,
Tuolumne,2015,Acute Inpatient Hospital Care,477,,
Tuolumne,2015,Ambulatory Surgery,3,,
Tuolumne,2015,Home,4775,,
Tuolumne,2015,Newborn (born in admitting hospital),448,,
Tuolumne,2015,Other,483,,
Tuolumne,2015,Other Inpatient Hospital Care,34,,
Tuolumne,2015,Prison/Jail,69,,
Tuolumne,2015,Residential Care Facility,26,,
Tuolumne,2015,Skilled Nursing/Intermediate Care,131,,
Tuolumne,2016,Acute Inpatient Hospital Care,571,,
Tuolumne,2016,Ambulatory Surgery,5,,
Tuolumne,2016,Home,4564,,
Tuolumne,2016,Invalid,1,,
Tuolumne,2016,Newborn (born in admitting hospital),429,,
Tuolumne,2016,Other,390,,
Tuolumne,2016,Other Inpatient Hospital Care,57,,
Tuolumne,2016,Prison/Jail,68,,
Tuolumne,2016,Residential Care Facility,13,,
Tuolumne,2016,Skilled Nursing/Intermediate Care,129,,
Tuolumne,2017,Clinic or physicians' office,265,,
Tuolumne,2017,Court/Law Enforcement,60,,
Tuolumne,2017,Information not available/Unknown,4,,
Tuolumne,2017,Newborn (born in admitting hospital),440,,
Tuolumne,2017,Newborn (born outside of hospital),1,,
Tuolumne,2017,Non-health care facility,4105,,
Tuolumne,2017,SNF/ICF/ALF,115,,
Tuolumne,2017,Transfer from a different hospital,754,,
Tuolumne,2017,Transfer from ambulatory surgery,3,,
Tuolumne,2017,Transfer from another health care facility,254,,
Tuolumne,2017,Transfer from one distinct unit to another,172,,
Tuolumne,2018,Clinic or physicians' office,293,,
Tuolumne,2018,Court/Law Enforcement,43,,
Tuolumne,2018,Information not available/Unknown,3,,
Tuolumne,2018,Newborn (born in admitting hospital),407,,
Tuolumne,2018,Newborn (born outside of hospital),2,,
Tuolumne,2018,"Newborn, Illogical Point of Origin",1,,
Tuolumne,2018,Non-health care facility,3787,,
Tuolumne,2018,SNF/ICF/ALF,98,,
Tuolumne,2018,Transfer from a different hospital,811,,
Tuolumne,2018,Transfer from ambulatory surgery,3,,
Tuolumne,2018,Transfer from another health care facility,203,,
Tuolumne,2018,Transfer from one distinct unit to another,129,,
Tuolumne,2019,Clinic or physicians' office,332,,
Tuolumne,2019,Court/Law Enforcement,43,,
Tuolumne,2019,Information not available/Unknown,3,,
Tuolumne,2019,Newborn (born in admitting hospital),431,,
Tuolumne,2019,Newborn (born outside of hospital),5,,
Tuolumne,2019,"Newborn, Illogical Point of Origin",1,,
Tuolumne,2019,Non-health care facility,3871,,
Tuolumne,2019,SNF/ICF/ALF,93,,
Tuolumne,2019,Transfer from a different hospital,913,,
Tuolumne,2019,Transfer from ambulatory surgery,5,,
Tuolumne,2019,Transfer from another health care facility,179,,
Tuolumne,2019,Transfer from hospice facility,1,,
Tuolumne,2019,Transfer from one distinct unit to another,78,,
Tuolumne,2020,Clinic or physicians' office,233,,
Tuolumne,2020,Court/Law Enforcement,45,,
Tuolumne,2020,Information not available/Unknown,2,,
Tuolumne,2020,Newborn (born in admitting hospital),367,,
Tuolumne,2020,"Newborn, Illogical Point of Origin",1,,
Tuolumne,2020,Non-health care facility,3766,,
Tuolumne,2020,SNF/ICF/ALF,85,,
Tuolumne,2020,Transfer from a different hospital,869,,
Tuolumne,2020,Transfer from ambulatory surgery,1,,
Tuolumne,2020,Transfer from another health care facility,105,,
Tuolumne,2020,Transfer from one distinct unit to another,60,,
Tuolumne,2021,Clinic or physicians' office,232,,
Tuolumne,2021,Court/Law Enforcement,28,,
Tuolumne,2021,Information not available/Unknown,2,,
Tuolumne,2021,Newborn (born in admitting hospital),425,,
Tuolumne,2021,Newborn (born outside of hospital),1,,
Tuolumne,2021,"Newborn, Illogical Point of Origin",3,,
Tuolumne,2021,Non-health care facility,3952,,
Tuolumne,2021,SNF/ICF/ALF,62,,
Tuolumne,2021,Transfer from a different hospital,858,,
Tuolumne,2021,Transfer from ambulatory surgery,5,,
Tuolumne,2021,Transfer from another health care facility,63,,
Tuolumne,2021,Transfer from hospice facility,1,,
Tuolumne,2021,Transfer from one distinct unit to another,27,,
Tuolumne,2022,Clinic or physicians' office,201,,
