patcnty1,dsch_yr,pay_cat1,Discharges
Santa Clara,2019,Other Payer,4301
Santa Clara,2019,Private Coverage,58126
Santa Clara,2019,Self-Pay,2512
Santa Clara,2019,Workers' Compensation,378
Santa Clara,2020,County Indigent Program,229
Santa Clara,2020,Medi-Cal,28187
Santa Clara,2020,Medicare,38593
Santa Clara,2020,Other Government,2767
Santa Clara,2020,Other Indigent,183
Santa Clara,2020,Other Payer,2592
Santa Clara,2020,Private Coverage,53222
Santa Clara,2020,Self-Pay,2225
Santa Clara,2020,Workers' Compensation,303
Santa Clara,2021,County Indigent Program,103
Santa Clara,2021,Invalid/Blank,40
Santa Clara,2021,Medi-Cal,30363
Santa Clara,2021,Medicare,40870
Santa Clara,2021,Other Government,2938
Santa Clara,2021,Other Indigent,212
Santa Clara,2021,Other Payer,3569
Santa Clara,2021,Private Coverage,52862
Santa Clara,2021,Self-Pay,2863
Santa Clara,2021,Workers' Compensation,297
Santa Clara,2022,County Indigent Program,120
Santa Clara,2022,Invalid/Blank,20
Santa Clara,2022,Medi-Cal,31482
Santa Clara,2022,Medicare,43293
Santa Clara,2022,Other Government,2673
Santa Clara,2022,Other Indigent,268
Santa Clara,2022,Other Payer,4251
Santa Clara,2022,Private Coverage,52197
Santa Clara,2022,Self-Pay,3327
Santa Clara,2022,Workers' Compensation,262
Santa Clara,2023,County Indigent Program,169
Santa Clara,2023,Invalid/Blank,9
Santa Clara,2023,Medi-Cal,34170
Santa Clara,2023,Medicare,46322
Santa Clara,2023,Other Government,3197
Santa Clara,2023,Other Indigent,199
Santa Clara,2023,Other Payer,2990
Santa Clara,2023,Private Coverage,51313
Santa Clara,2023,Self-Pay,5013
Santa Clara,2023,Workers' Compensation,284
Santa Cruz,2012,County Indigent Program,175
Santa Cruz,2012,Medi-Cal,5733
Santa Cruz,2012,Medicare,8728
Santa Cruz,2012,Other Government,888
Santa Cruz,2012,Other Indigent,120
Santa Cruz,2012,Other Payer,91
Santa Cruz,2012,Private Coverage,7819
Santa Cruz,2012,Self-Pay,973
Santa Cruz,2012,Workers' Compensation,142
Santa Cruz,2013,County Indigent Program,195
Santa Cruz,2013,Medi-Cal,5449
Santa Cruz,2013,Medicare,8072
Santa Cruz,2013,Other Government,809
Santa Cruz,2013,Other Indigent,79
Santa Cruz,2013,Other Payer,74
Santa Cruz,2013,Private Coverage,7333
Santa Cruz,2013,Self-Pay,783
Santa Cruz,2013,Workers' Compensation,136
Santa Cruz,2014,County Indigent Program,78
Santa Cruz,2014,Invalid,2
Santa Cruz,2014,Medi-Cal,6871
Santa Cruz,2014,Medicare,7666
Santa Cruz,2014,Other Government,545
Santa Cruz,2014,Other Indigent,28
Santa Cruz,2014,Other Payer,79
Santa Cruz,2014,Private Coverage,7432
Santa Cruz,2014,Self-Pay,384
Santa Cruz,2014,Workers' Compensation,112
Santa Cruz,2015,County Indigent Program,36
Santa Cruz,2015,Invalid,15
Santa Cruz,2015,Medi-Cal,6696
Santa Cruz,2015,Medicare,8227
Santa Cruz,2015,Other Government,524
Santa Cruz,2015,Other Indigent,17
Santa Cruz,2015,Other Payer,41
Santa Cruz,2015,Private Coverage,7054
Santa Cruz,2015,Self-Pay,250
Santa Cruz,2015,Workers' Compensation,110
Santa Cruz,2016,County Indigent Program,33
Santa Cruz,2016,Invalid,2
Santa Cruz,2016,Medi-Cal,6389
Santa Cruz,2016,Medicare,8208
Santa Cruz,2016,Other Government,529
Santa Cruz,2016,Other Indigent,19
Santa Cruz,2016,Other Payer,86
Santa Cruz,2016,Private Coverage,6888
Santa Cruz,2016,Self-Pay,322
Santa Cruz,2016,Workers' Compensation,98
Santa Cruz,2017,County Indigent Program,49
Santa Cruz,2017,Invalid,5
Santa Cruz,2017,Medi-Cal,6005
Santa Cruz,2017,Medicare,8686
Santa Cruz,2017,Other Government,540
Santa Cruz,2017,Other Indigent,16
Santa Cruz,2017,Other Payer,98
Santa Cruz,2017,Private Coverage,6923
Santa Cruz,2017,Self-Pay,297
Santa Cruz,2017,Workers' Compensation,83
Santa Cruz,2018,County Indigent Program,63
Santa Cruz,2018,Invalid,13
Santa Cruz,2018,Medi-Cal,5852
Santa Cruz,2018,Medicare,8294
Santa Cruz,2018,Other Government,390
Santa Cruz,2018,Other Indigent,28
Santa Cruz,2018,Other Payer,74
Santa Cruz,2018,Private Coverage,6614
Santa Cruz,2018,Self-Pay,223
Santa Cruz,2018,Workers' Compensation,87
Santa Cruz,2019,County Indigent Program,58
Santa Cruz,2019,Medi-Cal,5710
Santa Cruz,2019,Medicare,8681
Santa Cruz,2019,Other Government,326
Santa Cruz,2019,Other Indigent,9
Santa Cruz,2019,Other Payer,60
Santa Cruz,2019,Private Coverage,6883
Santa Cruz,2019,Self-Pay,213
Santa Cruz,2019,Workers' Compensation,76
Santa Cruz,2020,County Indigent Program,71
Santa Cruz,2020,Medi-Cal,5279
Santa Cruz,2020,Medicare,7717
Santa Cruz,2020,Other Government,286
Santa Cruz,2020,Other Indigent,5
Santa Cruz,2020,Other Payer,62
Santa Cruz,2020,Private Coverage,6026
Santa Cruz,2020,Self-Pay,207
Santa Cruz,2020,Workers' Compensation,74
Santa Cruz,2021,County Indigent Program,71
Santa Cruz,2021,Invalid/Blank,2
Santa Cruz,2021,Medi-Cal,5728
Santa Cruz,2021,Medicare,8072
Santa Cruz,2021,Other Government,312
Santa Cruz,2021,Other Indigent,4
Santa Cruz,2021,Other Payer,62
Santa Cruz,2021,Private Coverage,6245
Santa Cruz,2021,Self-Pay,208
Santa Cruz,2021,Workers' Compensation,59
Santa Cruz,2022,County Indigent Program,36
Santa Cruz,2022,Invalid/Blank,5
Santa Cruz,2022,Medi-Cal,5709
Santa Cruz,2022,Medicare,8333
Santa Cruz,2022,Other Government,339
Santa Cruz,2022,Other Payer,58
Santa Cruz,2022,Private Coverage,6038
Santa Cruz,2022,Self-Pay,181
Santa Cruz,2022,Workers' Compensation,60
Santa Cruz,2023,County Indigent Program,44
Santa Cruz,2023,Medi-Cal,6052
Santa Cruz,2023,Medicare,9307
Santa Cruz,2023,Other Government,422
Santa Cruz,2023,Other Indigent,4
Santa Cruz,2023,Other Payer,55
Santa Cruz,2023,Private Coverage,5804
Santa Cruz,2023,Self-Pay,154
Santa Cruz,2023,Workers' Compensation,58
Shasta,2012,County Indigent Program,344
Shasta,2012,Medi-Cal,5703
Shasta,2012,Medicare,10832
Shasta,2012,Other Government,471
Shasta,2012,Other Indigent,24
Shasta,2012,Other Payer,12
Shasta,2012,Private Coverage,4619
Shasta,2012,Self-Pay,820
Shasta,2012,Workers' Compensation,247
Shasta,2013,County Indigent Program,428
Shasta,2013,Invalid,1
Shasta,2013,Medi-Cal,5420
Shasta,2013,Medicare,10978
Shasta,2013,Other Government,413
Shasta,2013,Other Indigent,22
Shasta,2013,Other Payer,16
Shasta,2013,Private Coverage,4410
Shasta,2013,Self-Pay,793
Shasta,2013,Workers' Compensation,227
Shasta,2014,County Indigent Program,19
Shasta,2014,Invalid,12
Shasta,2014,Medi-Cal,6336
Shasta,2014,Medicare,10661
Shasta,2014,Other Government,659
Shasta,2014,Other Indigent,17
Shasta,2014,Other Payer,33
Shasta,2014,Private Coverage,4333
Shasta,2014,Self-Pay,361
Shasta,2014,Workers' Compensation,221
Shasta,2015,County Indigent Program,13
Shasta,2015,Medi-Cal,6579
Shasta,2015,Medicare,10616
Shasta,2015,Other Government,676
Shasta,2015,Other Indigent,6
Shasta,2015,Other Payer,21
Shasta,2015,Private Coverage,4158
Shasta,2015,Self-Pay,177
Shasta,2015,Workers' Compensation,177
Shasta,2016,County Indigent Program,8
Shasta,2016,Invalid,3
Shasta,2016,Medi-Cal,6509
Shasta,2016,Medicare,11220
Shasta,2016,Other Government,759
Shasta,2016,Other Indigent,9
Shasta,2016,Other Payer,43
Shasta,2016,Private Coverage,4288
Shasta,2016,Self-Pay,182
Shasta,2016,Workers' Compensation,189
Shasta,2017,County Indigent Program,25
Shasta,2017,Medi-Cal,6574
Shasta,2017,Medicare,11313
Shasta,2017,Other Government,789
Shasta,2017,Other Indigent,4
Shasta,2017,Other Payer,48
Shasta,2017,Private Coverage,4139
Shasta,2017,Self-Pay,190
Shasta,2017,Workers' Compensation,167
Shasta,2018,County Indigent Program,18
Shasta,2018,Invalid,4
Shasta,2018,Medi-Cal,6067
Shasta,2018,Medicare,11289
Shasta,2018,Other Government,867
Shasta,2018,Other Indigent,4
Shasta,2018,Other Payer,75
Shasta,2018,Private Coverage,4157
Shasta,2018,Self-Pay,195
Shasta,2018,Workers' Compensation,151
Shasta,2019,County Indigent Program,13
Shasta,2019,Medi-Cal,5711
Shasta,2019,Medicare,11147
Shasta,2019,Other Government,1094
Shasta,2019,Other Indigent,8
Shasta,2019,Other Payer,48
Shasta,2019,Private Coverage,3895
Shasta,2019,Self-Pay,247
Shasta,2019,Workers' Compensation,139
Shasta,2020,County Indigent Program,9
Shasta,2020,Medi-Cal,5608
Shasta,2020,Medicare,9935
Shasta,2020,Other Government,992
Shasta,2020,Other Indigent,1
Shasta,2020,Other Payer,54
Shasta,2020,Private Coverage,3711
Shasta,2020,Self-Pay,227
Shasta,2020,Workers' Compensation,138
Shasta,2021,County Indigent Program,4
Shasta,2021,Invalid/Blank,1
Shasta,2021,Medi-Cal,5476
Shasta,2021,Medicare,9789
Shasta,2021,Other Government,1012
Shasta,2021,Other Indigent,1
Shasta,2021,Other Payer,71
Shasta,2021,Private Coverage,3981
Shasta,2021,Self-Pay,209
Shasta,2021,Workers' Compensation,129
Shasta,2022,County Indigent Program,6
Shasta,2022,Invalid/Blank,16
Shasta,2022,Medi-Cal,5225
Shasta,2022,Medicare,10155
Shasta,2022,Other Government,1089
Shasta,2022,Other Indigent,4
Shasta,2022,Other Payer,60
Shasta,2022,Private Coverage,3739
Shasta,2022,Self-Pay,178
Shasta,2022,Workers' Compensation,113
Shasta,2023,County Indigent Program,24
Shasta,2023,Invalid/Blank,7
Shasta,2023,Medi-Cal,6098
Shasta,2023,Medicare,10607
Shasta,2023,Other Government,1190
Shasta,2023,Other Indigent,1
Shasta,2023,Other Payer,67
Shasta,2023,Private Coverage,3756
Shasta,2023,Self-Pay,140
Shasta,2023,Workers' Compensation,105
Sierra,2012,County Indigent Program,4
Sierra,2012,Medi-Cal,42
Sierra,2012,Medicare,101
Sierra,2012,Private Coverage,44
Sierra,2012,Self-Pay,2
Sierra,2012,Workers' Compensation,3
Sierra,2013,County Indigent Program,4
Sierra,2013,Medi-Cal,48
Sierra,2013,Medicare,81
Sierra,2013,Other Government,2
Sierra,2013,Private Coverage,26
Sierra,2013,Self-Pay,6
Sierra,2014,Medi-Cal,61
Sierra,2014,Medicare,94
Sierra,2014,Other Government,1
Sierra,2014,Other Payer,1
Sierra,2014,Private Coverage,35
Sierra,2014,Self-Pay,5
Sierra,2014,Workers' Compensation,2
Sierra,2015,County Indigent Program,1
Sierra,2015,Medi-Cal,66
Sierra,2015,Medicare,87
Sierra,2015,Other Government,1
Sierra,2015,Private Coverage,42
Sierra,2015,Self-Pay,6
Sierra,2015,Workers' Compensation,3
Sierra,2016,County Indigent Program,1
Sierra,2016,Medi-Cal,57
Sierra,2016,Medicare,88
Sierra,2016,Other Government,1
Sierra,2016,Private Coverage,53
Sierra,2016,Self-Pay,2
Sierra,2016,Workers' Compensation,1
Sierra,2017,Invalid,1
Sierra,2017,Medi-Cal,62
Sierra,2017,Medicare,80
Sierra,2017,Other Government,4
Sierra,2017,Other Payer,1
Sierra,2017,Private Coverage,51
Sierra,2017,Self-Pay,7
Sierra,2018,Invalid,1
Sierra,2018,Medi-Cal,46
Sierra,2018,Medicare,86
Sierra,2018,Other Government,2
Sierra,2018,Private Coverage,46
Sierra,2018,Self-Pay,2
Sierra,2018,Workers' Compensation,4
Sierra,2019,Medi-Cal,47
Sierra,2019,Medicare,113
Sierra,2019,Other Government,2
Sierra,2019,Private Coverage,39
Sierra,2019,Self-Pay,1
Sierra,2019,Workers' Compensation,4
Sierra,2020,County Indigent Program,4
Sierra,2020,Medi-Cal,36
Sierra,2020,Medicare,87
Sierra,2020,Other Government,4
Sierra,2020,Private Coverage,31
Sierra,2020,Self-Pay,2
Sierra,2020,Workers' Compensation,3
Sierra,2021,Medi-Cal,39
Sierra,2021,Medicare,101
Sierra,2021,Other Government,2
Sierra,2021,Private Coverage,40
Sierra,2021,Self-Pay,2
Sierra,2021,Workers' Compensation,1
Sierra,2022,Medi-Cal,29
Sierra,2022,Medicare,94
Sierra,2022,Other Government,6
Sierra,2022,Other Payer,1
Sierra,2022,Private Coverage,16
Sierra,2022,Workers' Compensation,1
Sierra,2023,Medi-Cal,32
Sierra,2023,Medicare,71
Sierra,2023,Other Government,8
Sierra,2023,Private Coverage,30
Siskiyou,2012,County Indigent Program,63
Siskiyou,2012,Medi-Cal,1072
Siskiyou,2012,Medicare,1686
Siskiyou,2012,Other Government,58
Siskiyou,2012,Other Payer,22
Siskiyou,2012,Private Coverage,695
Siskiyou,2012,Self-Pay,218
Siskiyou,2012,Workers' Compensation,62
Siskiyou,2013,County Indigent Program,83
Siskiyou,2013,Medi-Cal,1070
Siskiyou,2013,Medicare,1831
Siskiyou,2013,Other Government,72
Siskiyou,2013,Other Indigent,1
Siskiyou,2013,Other Payer,22
Siskiyou,2013,Private Coverage,637
Siskiyou,2013,Self-Pay,186
Siskiyou,2013,Workers' Compensation,39
Siskiyou,2014,County Indigent Program,5
Siskiyou,2014,Invalid,2
Siskiyou,2014,Medi-Cal,1176
Siskiyou,2014,Medicare,1561
Siskiyou,2014,Other Government,97
Siskiyou,2014,Other Payer,20
Siskiyou,2014,Private Coverage,588
Siskiyou,2014,Self-Pay,73
Siskiyou,2014,Workers' Compensation,32
Siskiyou,2015,County Indigent Program,5
Siskiyou,2015,Invalid,1
Siskiyou,2015,Medi-Cal,1264
Siskiyou,2015,Medicare,1679
Siskiyou,2015,Other Government,98
Siskiyou,2015,Other Payer,9
Siskiyou,2015,Private Coverage,659
Siskiyou,2015,Self-Pay,41
Siskiyou,2015,Workers' Compensation,42
Siskiyou,2016,County Indigent Program,3
Siskiyou,2016,Medi-Cal,1177
Siskiyou,2016,Medicare,1695
Siskiyou,2016,Other Government,104
Siskiyou,2016,Other Payer,21
Siskiyou,2016,Private Coverage,630
Siskiyou,2016,Self-Pay,39
Siskiyou,2016,Workers' Compensation,37
Siskiyou,2017,County Indigent Program,3
Siskiyou,2017,Medi-Cal,1187
Siskiyou,2017,Medicare,1599
Siskiyou,2017,Other Government,102
Siskiyou,2017,Other Indigent,11
Siskiyou,2017,Other Payer,11
Siskiyou,2017,Private Coverage,581
Siskiyou,2017,Self-Pay,33
Siskiyou,2017,Workers' Compensation,38
Siskiyou,2018,County Indigent Program,2
Siskiyou,2018,Medi-Cal,1144
Siskiyou,2018,Medicare,1497
Siskiyou,2018,Other Government,130
Siskiyou,2018,Other Indigent,7
Siskiyou,2018,Other Payer,4
Siskiyou,2018,Private Coverage,583
Siskiyou,2018,Self-Pay,23
Siskiyou,2018,Workers' Compensation,25
Siskiyou,2019,County Indigent Program,1
Siskiyou,2019,Medi-Cal,1124
Siskiyou,2019,Medicare,1580
Siskiyou,2019,Other Government,137
Siskiyou,2019,Other Payer,2
Siskiyou,2019,Private Coverage,550
Siskiyou,2019,Self-Pay,43
Siskiyou,2019,Workers' Compensation,33
Siskiyou,2020,County Indigent Program,1
Siskiyou,2020,Medi-Cal,1047
Siskiyou,2020,Medicare,1403
Siskiyou,2020,Other Government,133
Siskiyou,2020,Other Payer,4
Siskiyou,2020,Private Coverage,442
Siskiyou,2020,Self-Pay,37
Siskiyou,2020,Workers' Compensation,20
Siskiyou,2021,County Indigent Program,4
Siskiyou,2021,Medi-Cal,1001
Siskiyou,2021,Medicare,1388
Siskiyou,2021,Other Government,158
Siskiyou,2021,Other Payer,9
Siskiyou,2021,Private Coverage,543
Siskiyou,2021,Self-Pay,28
Siskiyou,2021,Workers' Compensation,10
Siskiyou,2022,County Indigent Program,1
Siskiyou,2022,Invalid/Blank,3
Siskiyou,2022,Medi-Cal,944
Siskiyou,2022,Medicare,1442
Siskiyou,2022,Other Government,132
Siskiyou,2022,Other Payer,5
Siskiyou,2022,Private Coverage,478
Siskiyou,2022,Self-Pay,42
Siskiyou,2022,Workers' Compensation,15
Siskiyou,2023,County Indigent Program,7
Siskiyou,2023,Medi-Cal,956
Siskiyou,2023,Medicare,1576
Siskiyou,2023,Other Government,112
Siskiyou,2023,Other Payer,2
Siskiyou,2023,Private Coverage,463
Siskiyou,2023,Self-Pay,26
Siskiyou,2023,Workers' Compensation,14
Solano,2012,County Indigent Program,1288
Solano,2012,Medi-Cal,7928
Solano,2012,Medicare,12629
Solano,2012,Other Government,1595
Solano,2012,Other Indigent,19
Solano,2012,Other Payer,33
Solano,2012,Private Coverage,13590
Solano,2012,Self-Pay,1080
Solano,2012,Workers' Compensation,216
Solano,2013,County Indigent Program,1199
Solano,2013,Invalid,1
Solano,2013,Medi-Cal,7934
Solano,2013,Medicare,13045
Solano,2013,Other Government,1564
Solano,2013,Other Indigent,8
Solano,2013,Other Payer,44
Solano,2013,Private Coverage,13510
Solano,2013,Self-Pay,1119
Solano,2013,Workers' Compensation,250
Solano,2014,County Indigent Program,178
Solano,2014,Invalid,2
Solano,2014,Medi-Cal,9514
Solano,2014,Medicare,12536
Solano,2014,Other Government,1406
Solano,2014,Other Indigent,3
Solano,2014,Other Payer,30
Solano,2014,Private Coverage,12784
Solano,2014,Self-Pay,906
Solano,2014,Workers' Compensation,219
Solano,2015,County Indigent Program,73
Solano,2015,Invalid,5
Solano,2015,Medi-Cal,9491
Solano,2015,Medicare,12947
Solano,2015,Other Government,1321
Solano,2015,Other Indigent,4
Solano,2015,Other Payer,73
Solano,2015,Private Coverage,12528
Solano,2015,Self-Pay,890
Solano,2015,Workers' Compensation,204
Solano,2016,County Indigent Program,66
Solano,2016,Medi-Cal,10070
Solano,2016,Medicare,14064
Solano,2016,Other Government,1420
Solano,2016,Other Indigent,4
Solano,2016,Other Payer,42
Solano,2016,Private Coverage,12970
Solano,2016,Self-Pay,720
Solano,2016,Workers' Compensation,194
Solano,2017,County Indigent Program,59
Solano,2017,Invalid,4
Solano,2017,Medi-Cal,9541
Solano,2017,Medicare,13926
Solano,2017,Other Government,1550
Solano,2017,Other Indigent,5
Solano,2017,Other Payer,34
Solano,2017,Private Coverage,12461
Solano,2017,Self-Pay,720
Solano,2017,Workers' Compensation,183
Solano,2018,County Indigent Program,71
Solano,2018,Invalid,2
Solano,2018,Medi-Cal,9442
Solano,2018,Medicare,13718
Solano,2018,Other Government,1306
Solano,2018,Other Indigent,7
Solano,2018,Other Payer,52
Solano,2018,Private Coverage,12322
Solano,2018,Self-Pay,740
Solano,2018,Workers' Compensation,183
Solano,2019,County Indigent Program,190
Solano,2019,Medi-Cal,9309
Solano,2019,Medicare,14462
Solano,2019,Other Government,1274
Solano,2019,Other Indigent,1
Solano,2019,Other Payer,54
Solano,2019,Private Coverage,12560
Solano,2019,Self-Pay,721
Solano,2019,Workers' Compensation,155
Solano,2020,County Indigent Program,152
Solano,2020,Medi-Cal,8909
Solano,2020,Medicare,12324
Solano,2020,Other Government,1153
Solano,2020,Other Indigent,1
Solano,2020,Other Payer,32
Solano,2020,Private Coverage,11662
Solano,2020,Self-Pay,486
Solano,2020,Workers' Compensation,136
Solano,2021,County Indigent Program,86
Solano,2021,Invalid/Blank,2
Solano,2021,Medi-Cal,9488
Solano,2021,Medicare,12746
Solano,2021,Other Government,1223
Solano,2021,Other Indigent,1
Solano,2021,Other Payer,37
Solano,2021,Private Coverage,12027
Solano,2021,Self-Pay,438
Solano,2021,Workers' Compensation,132
Solano,2022,County Indigent Program,109
Solano,2022,Invalid/Blank,1
Solano,2022,Medi-Cal,9228
Solano,2022,Medicare,12866
Solano,2022,Other Government,1438
Solano,2022,Other Payer,49
Solano,2022,Private Coverage,11433
Solano,2022,Self-Pay,483
Solano,2022,Workers' Compensation,117
Solano,2023,County Indigent Program,120
Solano,2023,Invalid/Blank,2
Solano,2023,Medi-Cal,9873
Solano,2023,Medicare,14276
Solano,2023,Other Government,1283
Solano,2023,Other Payer,25
Solano,2023,Private Coverage,11149
Solano,2023,Self-Pay,385
Solano,2023,Workers' Compensation,162
Sonoma,2012,County Indigent Program,590
Sonoma,2012,Medi-Cal,7907
Sonoma,2012,Medicare,16663
Sonoma,2012,Other Government,678
Sonoma,2012,Other Indigent,825
Sonoma,2012,Other Payer,76
Sonoma,2012,Private Coverage,14212
Sonoma,2012,Self-Pay,647
Sonoma,2012,Workers' Compensation,355
Sonoma,2013,County Indigent Program,689
Sonoma,2013,Invalid,9
Sonoma,2013,Medi-Cal,7895
Sonoma,2013,Medicare,16325
Sonoma,2013,Other Government,623
Sonoma,2013,Other Indigent,729
Sonoma,2013,Other Payer,66
Sonoma,2013,Private Coverage,13416
Sonoma,2013,Self-Pay,706
Sonoma,2013,Workers' Compensation,321
Sonoma,2014,County Indigent Program,86
Sonoma,2014,Medi-Cal,9394
Sonoma,2014,Medicare,16261
Sonoma,2014,Other Government,665
Sonoma,2014,Other Indigent,10
Sonoma,2014,Other Payer,101
Sonoma,2014,Private Coverage,13539
Sonoma,2014,Self-Pay,516
Sonoma,2014,Workers' Compensation,256
Sonoma,2015,County Indigent Program,26
Sonoma,2015,Invalid,13
Sonoma,2015,Medi-Cal,9694
Sonoma,2015,Medicare,16802
Sonoma,2015,Other Government,624
Sonoma,2015,Other Indigent,1
Sonoma,2015,Other Payer,146
Sonoma,2015,Private Coverage,13747
Sonoma,2015,Self-Pay,440
Sonoma,2015,Workers' Compensation,249
Sonoma,2016,County Indigent Program,57
Sonoma,2016,Invalid,134
Sonoma,2016,Medi-Cal,9719
Sonoma,2016,Medicare,17497
Sonoma,2016,Other Government,642
Sonoma,2016,Other Indigent,19
Sonoma,2016,Other Payer,98
Sonoma,2016,Private Coverage,14157
Sonoma,2016,Self-Pay,494
Sonoma,2016,Workers' Compensation,299
Sonoma,2017,County Indigent Program,21
Sonoma,2017,Medi-Cal,8997
Sonoma,2017,Medicare,17969
Sonoma,2017,Other Government,581
Sonoma,2017,Other Indigent,42
Sonoma,2017,Other Payer,110
Sonoma,2017,Private Coverage,13855
Sonoma,2017,Self-Pay,412
Sonoma,2017,Workers' Compensation,261
Sonoma,2018,County Indigent Program,18
Sonoma,2018,Invalid,222
Sonoma,2018,Medi-Cal,8999
Sonoma,2018,Medicare,17759
Sonoma,2018,Other Government,560
Sonoma,2018,Other Indigent,28
Sonoma,2018,Other Payer,116
Sonoma,2018,Private Coverage,13398
Sonoma,2018,Self-Pay,459
Sonoma,2018,Workers' Compensation,245
Sonoma,2019,County Indigent Program,53
Sonoma,2019,Medi-Cal,8814
Sonoma,2019,Medicare,18350
Sonoma,2019,Other Government,439
Sonoma,2019,Other Indigent,39
Sonoma,2019,Other Payer,67
Sonoma,2019,Private Coverage,13177
Sonoma,2019,Self-Pay,525
Sonoma,2019,Workers' Compensation,268
Sonoma,2020,County Indigent Program,96
Sonoma,2020,Medi-Cal,8060
Sonoma,2020,Medicare,15868
Sonoma,2020,Other Government,555
Sonoma,2020,Other Indigent,25
Sonoma,2020,Other Payer,64
Sonoma,2020,Private Coverage,12417
Sonoma,2020,Self-Pay,398
Sonoma,2020,Workers' Compensation,207
Sonoma,2021,County Indigent Program,105
Sonoma,2021,Invalid/Blank,2
Sonoma,2021,Medi-Cal,8452
Sonoma,2021,Medicare,16605
Sonoma,2021,Other Government,560
Sonoma,2021,Other Indigent,20
Sonoma,2021,Other Payer,58
Sonoma,2021,Private Coverage,13194
Sonoma,2021,Self-Pay,453
Sonoma,2021,Workers' Compensation,173
Sonoma,2022,County Indigent Program,126
Sonoma,2022,Invalid/Blank,2
Sonoma,2022,Medi-Cal,8871
Sonoma,2022,Medicare,17623
Sonoma,2022,Other Government,663
Sonoma,2022,Other Indigent,1
Sonoma,2022,Other Payer,58
Sonoma,2022,Private Coverage,13106
Sonoma,2022,Self-Pay,542
Sonoma,2022,Workers' Compensation,187
Sonoma,2023,County Indigent Program,192
Sonoma,2023,Invalid/Blank,7
Sonoma,2023,Medi-Cal,9797
Sonoma,2023,Medicare,19377
Sonoma,2023,Other Government,702
Sonoma,2023,Other Indigent,1
Sonoma,2023,Other Payer,36
Sonoma,2023,Private Coverage,12392
Sonoma,2023,Self-Pay,501
Sonoma,2023,Workers' Compensation,171
Stanislaus,2012,County Indigent Program,2150
Stanislaus,2012,Invalid,1
Stanislaus,2012,Medi-Cal,17944
Stanislaus,2012,Medicare,18219
Stanislaus,2012,Other Government,1341
Stanislaus,2012,Other Indigent,115
Stanislaus,2012,Other Payer,1292
Stanislaus,2012,Private Coverage,16428
Stanislaus,2012,Self-Pay,2013
Stanislaus,2012,Workers' Compensation,284
Stanislaus,2013,County Indigent Program,2100
Stanislaus,2013,Invalid,1
Stanislaus,2013,Medi-Cal,18721
Stanislaus,2013,Medicare,18361
Stanislaus,2013,Other Government,1318
Stanislaus,2013,Other Indigent,157
Stanislaus,2013,Other Payer,1750
Stanislaus,2013,Private Coverage,15071
Stanislaus,2013,Self-Pay,1763
Stanislaus,2013,Workers' Compensation,248
Stanislaus,2014,County Indigent Program,199
Stanislaus,2014,Invalid,3
Stanislaus,2014,Medi-Cal,21837
Stanislaus,2014,Medicare,17754
Stanislaus,2014,Other Government,1238
Stanislaus,2014,Other Indigent,15
Stanislaus,2014,Other Payer,2049
Stanislaus,2014,Private Coverage,14747
Stanislaus,2014,Self-Pay,742
Stanislaus,2014,Workers' Compensation,219
Stanislaus,2015,County Indigent Program,72
Stanislaus,2015,Invalid,7
Stanislaus,2015,Medi-Cal,23002
Stanislaus,2015,Medicare,18176
Stanislaus,2015,Other Government,1123
Stanislaus,2015,Other Indigent,16
Stanislaus,2015,Other Payer,2152
Stanislaus,2015,Private Coverage,15058
Stanislaus,2015,Self-Pay,606
Stanislaus,2015,Workers' Compensation,204
Stanislaus,2016,County Indigent Program,76
Stanislaus,2016,Invalid,5
Stanislaus,2016,Medi-Cal,23169
Stanislaus,2016,Medicare,19084
Stanislaus,2016,Other Government,981
Stanislaus,2016,Other Indigent,15
Stanislaus,2016,Other Payer,304
Stanislaus,2016,Private Coverage,16137
Stanislaus,2016,Self-Pay,613
Stanislaus,2016,Workers' Compensation,198
Stanislaus,2017,County Indigent Program,113
Stanislaus,2017,Invalid,3
Stanislaus,2017,Medi-Cal,22377
Stanislaus,2017,Medicare,19633
Stanislaus,2017,Other Government,971
Stanislaus,2017,Other Indigent,12
Stanislaus,2017,Other Payer,228
Stanislaus,2017,Private Coverage,15587
Stanislaus,2017,Self-Pay,621
Stanislaus,2017,Workers' Compensation,241
Stanislaus,2018,County Indigent Program,103
Stanislaus,2018,Invalid,1
Stanislaus,2018,Medi-Cal,21659
Stanislaus,2018,Medicare,19541
Stanislaus,2018,Other Government,998
Stanislaus,2018,Other Indigent,8
Stanislaus,2018,Other Payer,614
Stanislaus,2018,Private Coverage,15553
Stanislaus,2018,Self-Pay,642
Stanislaus,2018,Workers' Compensation,226
Stanislaus,2019,County Indigent Program,120
Stanislaus,2019,Medi-Cal,20552
Stanislaus,2019,Medicare,20283
Stanislaus,2019,Other Government,1091
Stanislaus,2019,Other Indigent,65
Stanislaus,2019,Other Payer,566
Stanislaus,2019,Private Coverage,16075
Stanislaus,2019,Self-Pay,688
Stanislaus,2019,Workers' Compensation,217
Stanislaus,2020,County Indigent Program,109
Stanislaus,2020,Medi-Cal,19073
Stanislaus,2020,Medicare,18371
Stanislaus,2020,Other Government,1440
Stanislaus,2020,Other Indigent,69
Stanislaus,2020,Other Payer,508
Stanislaus,2020,Private Coverage,14929
Stanislaus,2020,Self-Pay,622
