patcnty1,dsch_yr,typcare1,Discharges
Placer,2021,Psychiatric Care,1716
Placer,2021,Skilled Nursing/Intermediate Care,17
Placer,2022,Acute Care,32571
Placer,2022,Chemical Dependency Recovery Care,29
Placer,2022,Physical Rehabilitation Care,399
Placer,2022,Psychiatric Care,1590
Placer,2022,Skilled Nursing/Intermediate Care,27
Placer,2023,Acute Care,35302
Placer,2023,Chemical Dependency Recovery Care,19
Placer,2023,Physical Rehabilitation Care,397
Placer,2023,Psychiatric Care,1646
Placer,2023,Skilled Nursing/Intermediate Care,30
Plumas,2012,Acute Care,1335
Plumas,2012,Chemical Dependency Recovery Care,1
Plumas,2012,Physical Rehabilitation Care,10
Plumas,2012,Psychiatric Care,29
Plumas,2012,Skilled Nursing/Intermediate Care,63
Plumas,2013,Acute Care,1329
Plumas,2013,Chemical Dependency Recovery Care,1
Plumas,2013,Physical Rehabilitation Care,11
Plumas,2013,Psychiatric Care,25
Plumas,2013,Skilled Nursing/Intermediate Care,37
Plumas,2014,Acute Care,1318
Plumas,2014,Physical Rehabilitation Care,19
Plumas,2014,Psychiatric Care,42
Plumas,2014,Skilled Nursing/Intermediate Care,52
Plumas,2015,Acute Care,1413
Plumas,2015,Physical Rehabilitation Care,11
Plumas,2015,Psychiatric Care,38
Plumas,2015,Skilled Nursing/Intermediate Care,62
Plumas,2016,Acute Care,1425
Plumas,2016,Physical Rehabilitation Care,10
Plumas,2016,Psychiatric Care,35
Plumas,2016,Skilled Nursing/Intermediate Care,67
Plumas,2017,Acute Care,1328
Plumas,2017,Physical Rehabilitation Care,8
Plumas,2017,Psychiatric Care,21
Plumas,2017,Skilled Nursing/Intermediate Care,69
Plumas,2018,Acute Care,1477
Plumas,2018,Physical Rehabilitation Care,10
Plumas,2018,Psychiatric Care,31
Plumas,2018,Skilled Nursing/Intermediate Care,68
Plumas,2019,Acute Care,1378
Plumas,2019,Physical Rehabilitation Care,19
Plumas,2019,Psychiatric Care,30
Plumas,2019,Skilled Nursing/Intermediate Care,84
Plumas,2020,Acute Care,1119
Plumas,2020,Physical Rehabilitation Care,10
Plumas,2020,Psychiatric Care,18
Plumas,2020,Skilled Nursing/Intermediate Care,75
Plumas,2021,Acute Care,1158
Plumas,2021,Chemical Dependency Recovery Care,1
Plumas,2021,Physical Rehabilitation Care,7
Plumas,2021,Psychiatric Care,21
Plumas,2021,Skilled Nursing/Intermediate Care,61
Plumas,2022,Acute Care,1053
Plumas,2022,Chemical Dependency Recovery Care,1
Plumas,2022,Physical Rehabilitation Care,6
Plumas,2022,Psychiatric Care,60
Plumas,2022,Skilled Nursing/Intermediate Care,50
Plumas,2023,Acute Care,975
Plumas,2023,Chemical Dependency Recovery Care,1
Plumas,2023,Physical Rehabilitation Care,15
Plumas,2023,Psychiatric Care,50
Plumas,2023,Skilled Nursing/Intermediate Care,50
Riverside,2012,Acute Care,209668
Riverside,2012,Chemical Dependency Recovery Care,1262
Riverside,2012,Invalid/Blank,1
Riverside,2012,Physical Rehabilitation Care,1299
Riverside,2012,Psychiatric Care,12136
Riverside,2012,Skilled Nursing/Intermediate Care,1436
Riverside,2013,Acute Care,210171
Riverside,2013,Chemical Dependency Recovery Care,1077
Riverside,2013,Invalid/Blank,3
Riverside,2013,Physical Rehabilitation Care,1340
Riverside,2013,Psychiatric Care,12164
Riverside,2013,Skilled Nursing/Intermediate Care,1130
Riverside,2014,Acute Care,212498
Riverside,2014,Chemical Dependency Recovery Care,1085
Riverside,2014,Physical Rehabilitation Care,1458
Riverside,2014,Psychiatric Care,12246
Riverside,2014,Skilled Nursing/Intermediate Care,1371
Riverside,2015,Acute Care,217173
Riverside,2015,Chemical Dependency Recovery Care,1058
Riverside,2015,Physical Rehabilitation Care,1477
Riverside,2015,Psychiatric Care,10916
Riverside,2015,Skilled Nursing/Intermediate Care,1174
Riverside,2016,Acute Care,216406
Riverside,2016,Chemical Dependency Recovery Care,1052
Riverside,2016,Invalid/Blank,3
Riverside,2016,Physical Rehabilitation Care,1601
Riverside,2016,Psychiatric Care,11473
Riverside,2016,Skilled Nursing/Intermediate Care,1341
Riverside,2017,Acute Care,213246
Riverside,2017,Chemical Dependency Recovery Care,1104
Riverside,2017,Physical Rehabilitation Care,1530
Riverside,2017,Psychiatric Care,11763
Riverside,2017,Skilled Nursing/Intermediate Care,1730
Riverside,2018,Acute Care,213050
Riverside,2018,Chemical Dependency Recovery Care,1014
Riverside,2018,Invalid/Blank,5
Riverside,2018,Physical Rehabilitation Care,1506
Riverside,2018,Psychiatric Care,10502
Riverside,2018,Skilled Nursing/Intermediate Care,1614
Riverside,2019,Acute Care,217165
Riverside,2019,Chemical Dependency Recovery Care,1017
Riverside,2019,Invalid/Blank,1
Riverside,2019,Physical Rehabilitation Care,1265
Riverside,2019,Psychiatric Care,9712
Riverside,2019,Skilled Nursing/Intermediate Care,1434
Riverside,2020,Acute Care,200042
Riverside,2020,Chemical Dependency Recovery Care,980
Riverside,2020,Physical Rehabilitation Care,1392
Riverside,2020,Psychiatric Care,8633
Riverside,2020,Skilled Nursing/Intermediate Care,931
Riverside,2021,Acute Care,208347
Riverside,2021,Chemical Dependency Recovery Care,987
Riverside,2021,Invalid/Blank,4
Riverside,2021,Physical Rehabilitation Care,1722
Riverside,2021,Psychiatric Care,8898
Riverside,2021,Skilled Nursing/Intermediate Care,742
Riverside,2022,Acute Care,214708
Riverside,2022,Chemical Dependency Recovery Care,836
Riverside,2022,Invalid/Blank,2
Riverside,2022,Physical Rehabilitation Care,1866
Riverside,2022,Psychiatric Care,8830
Riverside,2022,Skilled Nursing/Intermediate Care,625
Riverside,2023,Acute Care,219676
Riverside,2023,Chemical Dependency Recovery Care,957
Riverside,2023,Invalid/Blank,156
Riverside,2023,Physical Rehabilitation Care,1920
Riverside,2023,Psychiatric Care,11923
Riverside,2023,Skilled Nursing/Intermediate Care,475
Sacramento,2012,Acute Care,135988
Sacramento,2012,Chemical Dependency Recovery Care,50
Sacramento,2012,Physical Rehabilitation Care,882
Sacramento,2012,Psychiatric Care,10504
Sacramento,2012,Skilled Nursing/Intermediate Care,1677
Sacramento,2013,Acute Care,138382
Sacramento,2013,Chemical Dependency Recovery Care,53
Sacramento,2013,Invalid/Blank,2
Sacramento,2013,Physical Rehabilitation Care,1032
Sacramento,2013,Psychiatric Care,10349
Sacramento,2013,Skilled Nursing/Intermediate Care,1115
Sacramento,2014,Acute Care,139452
Sacramento,2014,Chemical Dependency Recovery Care,38
Sacramento,2014,Invalid/Blank,1
Sacramento,2014,Physical Rehabilitation Care,1150
Sacramento,2014,Psychiatric Care,10638
Sacramento,2014,Skilled Nursing/Intermediate Care,700
Sacramento,2015,Acute Care,139826
Sacramento,2015,Chemical Dependency Recovery Care,33
Sacramento,2015,Physical Rehabilitation Care,1009
Sacramento,2015,Psychiatric Care,11014
Sacramento,2015,Skilled Nursing/Intermediate Care,744
Sacramento,2016,Acute Care,139321
Sacramento,2016,Chemical Dependency Recovery Care,29
Sacramento,2016,Physical Rehabilitation Care,975
Sacramento,2016,Psychiatric Care,11278
Sacramento,2016,Skilled Nursing/Intermediate Care,650
Sacramento,2017,Acute Care,141286
Sacramento,2017,Chemical Dependency Recovery Care,31
Sacramento,2017,Physical Rehabilitation Care,855
Sacramento,2017,Psychiatric Care,10150
Sacramento,2017,Skilled Nursing/Intermediate Care,389
Sacramento,2018,Acute Care,138231
Sacramento,2018,Chemical Dependency Recovery Care,25
Sacramento,2018,Physical Rehabilitation Care,893
Sacramento,2018,Psychiatric Care,9399
Sacramento,2018,Skilled Nursing/Intermediate Care,410
Sacramento,2019,Acute Care,135959
Sacramento,2019,Chemical Dependency Recovery Care,30
Sacramento,2019,Physical Rehabilitation Care,978
Sacramento,2019,Psychiatric Care,8965
Sacramento,2019,Skilled Nursing/Intermediate Care,458
Sacramento,2020,Acute Care,125434
Sacramento,2020,Chemical Dependency Recovery Care,33
Sacramento,2020,Invalid/Blank,1
Sacramento,2020,Physical Rehabilitation Care,830
Sacramento,2020,Psychiatric Care,8260
Sacramento,2020,Skilled Nursing/Intermediate Care,489
Sacramento,2021,Acute Care,132890
Sacramento,2021,Chemical Dependency Recovery Care,61
Sacramento,2021,Physical Rehabilitation Care,889
Sacramento,2021,Psychiatric Care,8232
Sacramento,2021,Skilled Nursing/Intermediate Care,642
Sacramento,2022,Acute Care,132849
Sacramento,2022,Chemical Dependency Recovery Care,58
Sacramento,2022,Physical Rehabilitation Care,881
Sacramento,2022,Psychiatric Care,8170
Sacramento,2022,Skilled Nursing/Intermediate Care,714
Sacramento,2023,Acute Care,139739
Sacramento,2023,Chemical Dependency Recovery Care,53
Sacramento,2023,Physical Rehabilitation Care,1119
Sacramento,2023,Psychiatric Care,9277
Sacramento,2023,Skilled Nursing/Intermediate Care,890
San Benito,2012,Acute Care,4812
San Benito,2012,Chemical Dependency Recovery Care,3
San Benito,2012,Physical Rehabilitation Care,41
San Benito,2012,Psychiatric Care,89
San Benito,2012,Skilled Nursing/Intermediate Care,238
San Benito,2013,Acute Care,5008
San Benito,2013,Chemical Dependency Recovery Care,3
San Benito,2013,Physical Rehabilitation Care,33
San Benito,2013,Psychiatric Care,89
San Benito,2013,Skilled Nursing/Intermediate Care,204
San Benito,2014,Acute Care,4833
San Benito,2014,Chemical Dependency Recovery Care,1
San Benito,2014,Physical Rehabilitation Care,58
San Benito,2014,Psychiatric Care,112
San Benito,2014,Skilled Nursing/Intermediate Care,134
San Benito,2015,Acute Care,4850
San Benito,2015,Chemical Dependency Recovery Care,4
San Benito,2015,Physical Rehabilitation Care,49
San Benito,2015,Psychiatric Care,81
San Benito,2015,Skilled Nursing/Intermediate Care,108
San Benito,2016,Acute Care,5106
San Benito,2016,Chemical Dependency Recovery Care,2
San Benito,2016,Physical Rehabilitation Care,64
San Benito,2016,Psychiatric Care,114
San Benito,2016,Skilled Nursing/Intermediate Care,126
San Benito,2017,Acute Care,4928
San Benito,2017,Chemical Dependency Recovery Care,2
San Benito,2017,Physical Rehabilitation Care,66
San Benito,2017,Psychiatric Care,150
San Benito,2017,Skilled Nursing/Intermediate Care,265
San Benito,2018,Acute Care,5058
San Benito,2018,Chemical Dependency Recovery Care,2
San Benito,2018,Physical Rehabilitation Care,66
San Benito,2018,Psychiatric Care,142
San Benito,2018,Skilled Nursing/Intermediate Care,233
San Benito,2019,Acute Care,4998
San Benito,2019,Chemical Dependency Recovery Care,1
San Benito,2019,Physical Rehabilitation Care,75
San Benito,2019,Psychiatric Care,126
San Benito,2019,Skilled Nursing/Intermediate Care,269
San Benito,2020,Acute Care,4467
San Benito,2020,Chemical Dependency Recovery Care,1
San Benito,2020,Invalid/Blank,1
San Benito,2020,Physical Rehabilitation Care,53
San Benito,2020,Psychiatric Care,128
San Benito,2020,Skilled Nursing/Intermediate Care,123
San Benito,2021,Acute Care,5312
San Benito,2021,Chemical Dependency Recovery Care,7
San Benito,2021,Physical Rehabilitation Care,59
San Benito,2021,Psychiatric Care,127
San Benito,2021,Skilled Nursing/Intermediate Care,151
San Benito,2022,Acute Care,5600
San Benito,2022,Chemical Dependency Recovery Care,3
San Benito,2022,Physical Rehabilitation Care,71
San Benito,2022,Psychiatric Care,90
San Benito,2022,Skilled Nursing/Intermediate Care,192
San Benito,2023,Acute Care,5173
San Benito,2023,Chemical Dependency Recovery Care,3
San Benito,2023,Physical Rehabilitation Care,86
San Benito,2023,Psychiatric Care,103
San Benito,2023,Skilled Nursing/Intermediate Care,223
San Bernardino,2012,Acute Care,203708
San Bernardino,2012,Chemical Dependency Recovery Care,1005
San Bernardino,2012,Invalid/Blank,1
San Bernardino,2012,Physical Rehabilitation Care,1901
San Bernardino,2012,Psychiatric Care,13365
San Bernardino,2012,Skilled Nursing/Intermediate Care,1224
San Bernardino,2013,Acute Care,202587
San Bernardino,2013,Chemical Dependency Recovery Care,898
San Bernardino,2013,Invalid/Blank,1
San Bernardino,2013,Physical Rehabilitation Care,2144
San Bernardino,2013,Psychiatric Care,13479
San Bernardino,2013,Skilled Nursing/Intermediate Care,1319
San Bernardino,2014,Acute Care,201301
San Bernardino,2014,Chemical Dependency Recovery Care,824
San Bernardino,2014,Physical Rehabilitation Care,2335
San Bernardino,2014,Psychiatric Care,14890
San Bernardino,2014,Skilled Nursing/Intermediate Care,1278
San Bernardino,2015,Acute Care,199337
San Bernardino,2015,Chemical Dependency Recovery Care,701
San Bernardino,2015,Invalid/Blank,1
San Bernardino,2015,Physical Rehabilitation Care,2542
San Bernardino,2015,Psychiatric Care,14042
San Bernardino,2015,Skilled Nursing/Intermediate Care,1111
San Bernardino,2016,Acute Care,204782
San Bernardino,2016,Chemical Dependency Recovery Care,711
San Bernardino,2016,Physical Rehabilitation Care,2498
San Bernardino,2016,Psychiatric Care,13961
San Bernardino,2016,Skilled Nursing/Intermediate Care,952
San Bernardino,2017,Acute Care,203400
San Bernardino,2017,Chemical Dependency Recovery Care,648
San Bernardino,2017,Invalid/Blank,1
San Bernardino,2017,Physical Rehabilitation Care,2495
San Bernardino,2017,Psychiatric Care,12903
San Bernardino,2017,Skilled Nursing/Intermediate Care,638
San Bernardino,2018,Acute Care,203281
San Bernardino,2018,Chemical Dependency Recovery Care,555
San Bernardino,2018,Invalid/Blank,2
San Bernardino,2018,Physical Rehabilitation Care,2409
San Bernardino,2018,Psychiatric Care,12413
San Bernardino,2018,Skilled Nursing/Intermediate Care,683
San Bernardino,2019,Acute Care,203344
San Bernardino,2019,Chemical Dependency Recovery Care,560
San Bernardino,2019,Physical Rehabilitation Care,2225
San Bernardino,2019,Psychiatric Care,11135
San Bernardino,2019,Skilled Nursing/Intermediate Care,641
San Bernardino,2020,Acute Care,183292
San Bernardino,2020,Chemical Dependency Recovery Care,560
San Bernardino,2020,Physical Rehabilitation Care,1954
San Bernardino,2020,Psychiatric Care,9149
San Bernardino,2020,Skilled Nursing/Intermediate Care,433
San Bernardino,2021,Acute Care,185864
San Bernardino,2021,Chemical Dependency Recovery Care,524
San Bernardino,2021,Invalid/Blank,1
San Bernardino,2021,Physical Rehabilitation Care,2030
San Bernardino,2021,Psychiatric Care,9187
San Bernardino,2021,Skilled Nursing/Intermediate Care,447
San Bernardino,2022,Acute Care,190676
San Bernardino,2022,Chemical Dependency Recovery Care,479
San Bernardino,2022,Physical Rehabilitation Care,1829
San Bernardino,2022,Psychiatric Care,9542
San Bernardino,2022,Skilled Nursing/Intermediate Care,591
San Bernardino,2023,Acute Care,199477
San Bernardino,2023,Chemical Dependency Recovery Care,449
San Bernardino,2023,Invalid/Blank,22
San Bernardino,2023,Physical Rehabilitation Care,1965
San Bernardino,2023,Psychiatric Care,12877
San Bernardino,2023,Skilled Nursing/Intermediate Care,665
San Diego,2012,Acute Care,284184
San Diego,2012,Chemical Dependency Recovery Care,1512
San Diego,2012,Invalid/Blank,1
San Diego,2012,Physical Rehabilitation Care,2168
San Diego,2012,Psychiatric Care,22330
San Diego,2012,Skilled Nursing/Intermediate Care,2601
San Diego,2013,Acute Care,278724
San Diego,2013,Chemical Dependency Recovery Care,1463
San Diego,2013,Invalid/Blank,1
San Diego,2013,Physical Rehabilitation Care,2075
San Diego,2013,Psychiatric Care,21517
San Diego,2013,Skilled Nursing/Intermediate Care,2326
San Diego,2014,Acute Care,278477
San Diego,2014,Chemical Dependency Recovery Care,968
San Diego,2014,Physical Rehabilitation Care,2085
San Diego,2014,Psychiatric Care,19193
San Diego,2014,Skilled Nursing/Intermediate Care,2045
San Diego,2015,Acute Care,281639
San Diego,2015,Chemical Dependency Recovery Care,1164
San Diego,2015,Invalid/Blank,1
San Diego,2015,Physical Rehabilitation Care,2120
San Diego,2015,Psychiatric Care,21376
San Diego,2015,Skilled Nursing/Intermediate Care,1813
San Diego,2016,Acute Care,277462
San Diego,2016,Chemical Dependency Recovery Care,1110
San Diego,2016,Physical Rehabilitation Care,2024
San Diego,2016,Psychiatric Care,20440
San Diego,2016,Skilled Nursing/Intermediate Care,1710
San Diego,2017,Acute Care,276293
San Diego,2017,Chemical Dependency Recovery Care,1234
San Diego,2017,Physical Rehabilitation Care,1993
San Diego,2017,Psychiatric Care,17814
San Diego,2017,Skilled Nursing/Intermediate Care,1658
San Diego,2018,Acute Care,276310
San Diego,2018,Chemical Dependency Recovery Care,1433
San Diego,2018,Invalid/Blank,1
San Diego,2018,Physical Rehabilitation Care,1889
San Diego,2018,Psychiatric Care,16249
San Diego,2018,Skilled Nursing/Intermediate Care,1839
San Diego,2019,Acute Care,276802
San Diego,2019,Chemical Dependency Recovery Care,1209
San Diego,2019,Invalid/Blank,1
San Diego,2019,Physical Rehabilitation Care,1862
San Diego,2019,Psychiatric Care,16170
San Diego,2019,Skilled Nursing/Intermediate Care,2305
San Diego,2020,Acute Care,252905
San Diego,2020,Chemical Dependency Recovery Care,1684
San Diego,2020,Invalid/Blank,4
San Diego,2020,Physical Rehabilitation Care,1610
San Diego,2020,Psychiatric Care,14195
San Diego,2020,Skilled Nursing/Intermediate Care,1692
San Diego,2021,Acute Care,268433
San Diego,2021,Chemical Dependency Recovery Care,1583
San Diego,2021,Physical Rehabilitation Care,1583
San Diego,2021,Psychiatric Care,12995
San Diego,2021,Skilled Nursing/Intermediate Care,1899
San Diego,2022,Acute Care,274655
San Diego,2022,Chemical Dependency Recovery Care,1613
San Diego,2022,Physical Rehabilitation Care,1762
San Diego,2022,Psychiatric Care,12063
San Diego,2022,Skilled Nursing/Intermediate Care,1911
San Diego,2023,Acute Care,275533
San Diego,2023,Chemical Dependency Recovery Care,1572
San Diego,2023,Invalid/Blank,3
San Diego,2023,Physical Rehabilitation Care,1796
San Diego,2023,Psychiatric Care,13950
San Diego,2023,Skilled Nursing/Intermediate Care,1987
San Francisco,2012,Acute Care,69395
San Francisco,2012,Chemical Dependency Recovery Care,149
San Francisco,2012,Physical Rehabilitation Care,794
San Francisco,2012,Psychiatric Care,4022
San Francisco,2012,Skilled Nursing/Intermediate Care,3870
San Francisco,2013,Acute Care,68688
San Francisco,2013,Chemical Dependency Recovery Care,144
San Francisco,2013,Invalid/Blank,1
San Francisco,2013,Physical Rehabilitation Care,674
San Francisco,2013,Psychiatric Care,4107
San Francisco,2013,Skilled Nursing/Intermediate Care,3854
San Francisco,2014,Acute Care,68369
San Francisco,2014,Chemical Dependency Recovery Care,135
San Francisco,2014,Physical Rehabilitation Care,682
San Francisco,2014,Psychiatric Care,3776
San Francisco,2014,Skilled Nursing/Intermediate Care,3539
San Francisco,2015,Acute Care,68822
San Francisco,2015,Chemical Dependency Recovery Care,103
San Francisco,2015,Physical Rehabilitation Care,690
San Francisco,2015,Psychiatric Care,3572
San Francisco,2015,Skilled Nursing/Intermediate Care,3180
San Francisco,2016,Acute Care,68696
San Francisco,2016,Chemical Dependency Recovery Care,75
San Francisco,2016,Physical Rehabilitation Care,701
San Francisco,2016,Psychiatric Care,3485
San Francisco,2016,Skilled Nursing/Intermediate Care,2962
San Francisco,2017,Acute Care,66331
San Francisco,2017,Chemical Dependency Recovery Care,71
San Francisco,2017,Physical Rehabilitation Care,612
San Francisco,2017,Psychiatric Care,2829
San Francisco,2017,Skilled Nursing/Intermediate Care,2745
San Francisco,2018,Acute Care,65623
San Francisco,2018,Chemical Dependency Recovery Care,70
San Francisco,2018,Physical Rehabilitation Care,678
San Francisco,2018,Psychiatric Care,2731
San Francisco,2018,Skilled Nursing/Intermediate Care,2342
San Francisco,2019,Acute Care,64411
San Francisco,2019,Chemical Dependency Recovery Care,74
San Francisco,2019,Invalid/Blank,1
San Francisco,2019,Physical Rehabilitation Care,598
San Francisco,2019,Psychiatric Care,2753
San Francisco,2019,Skilled Nursing/Intermediate Care,2214
San Francisco,2020,Acute Care,58089
San Francisco,2020,Chemical Dependency Recovery Care,85
San Francisco,2020,Physical Rehabilitation Care,562
San Francisco,2020,Psychiatric Care,2390
San Francisco,2020,Skilled Nursing/Intermediate Care,1455
San Francisco,2021,Acute Care,60064
San Francisco,2021,Chemical Dependency Recovery Care,87
San Francisco,2021,Physical Rehabilitation Care,485
San Francisco,2021,Psychiatric Care,2225
San Francisco,2021,Skilled Nursing/Intermediate Care,1434
San Francisco,2022,Acute Care,60518
San Francisco,2022,Chemical Dependency Recovery Care,56
San Francisco,2022,Invalid/Blank,17
San Francisco,2022,Physical Rehabilitation Care,468
San Francisco,2022,Psychiatric Care,1995
San Francisco,2022,Skilled Nursing/Intermediate Care,1547
San Francisco,2023,Acute Care,65830
San Francisco,2023,Chemical Dependency Recovery Care,67
San Francisco,2023,Invalid/Blank,5
San Francisco,2023,Physical Rehabilitation Care,480
San Francisco,2023,Psychiatric Care,2081
San Francisco,2023,Skilled Nursing/Intermediate Care,1713
San Joaquin,2012,Acute Care,66426
San Joaquin,2012,Chemical Dependency Recovery Care,30
San Joaquin,2012,Physical Rehabilitation Care,246
San Joaquin,2012,Psychiatric Care,2344
San Joaquin,2012,Skilled Nursing/Intermediate Care,120
San Joaquin,2013,Acute Care,65028
San Joaquin,2013,Chemical Dependency Recovery Care,38
San Joaquin,2013,Physical Rehabilitation Care,212
San Joaquin,2013,Psychiatric Care,2311
San Joaquin,2013,Skilled Nursing/Intermediate Care,93
San Joaquin,2014,Acute Care,68241
San Joaquin,2014,Chemical Dependency Recovery Care,26
San Joaquin,2014,Invalid/Blank,1
San Joaquin,2014,Physical Rehabilitation Care,234
San Joaquin,2014,Psychiatric Care,2337
San Joaquin,2014,Skilled Nursing/Intermediate Care,85
San Joaquin,2015,Acute Care,70972
San Joaquin,2015,Chemical Dependency Recovery Care,22
San Joaquin,2015,Physical Rehabilitation Care,239
San Joaquin,2015,Psychiatric Care,2524
San Joaquin,2015,Skilled Nursing/Intermediate Care,70
San Joaquin,2016,Acute Care,70591
San Joaquin,2016,Chemical Dependency Recovery Care,25
San Joaquin,2016,Physical Rehabilitation Care,259
San Joaquin,2016,Psychiatric Care,2399
San Joaquin,2016,Skilled Nursing/Intermediate Care,98
San Joaquin,2017,Acute Care,71897
San Joaquin,2017,Chemical Dependency Recovery Care,33
San Joaquin,2017,Physical Rehabilitation Care,350
San Joaquin,2017,Psychiatric Care,2326
San Joaquin,2017,Skilled Nursing/Intermediate Care,55
San Joaquin,2018,Acute Care,72207
San Joaquin,2018,Chemical Dependency Recovery Care,34
San Joaquin,2018,Physical Rehabilitation Care,389
San Joaquin,2018,Psychiatric Care,2418
San Joaquin,2018,Skilled Nursing/Intermediate Care,42
San Joaquin,2019,Acute Care,73433
San Joaquin,2019,Chemical Dependency Recovery Care,23
San Joaquin,2019,Physical Rehabilitation Care,422
San Joaquin,2019,Psychiatric Care,2429
San Joaquin,2019,Skilled Nursing/Intermediate Care,53
San Joaquin,2020,Acute Care,67121
San Joaquin,2020,Chemical Dependency Recovery Care,26
San Joaquin,2020,Physical Rehabilitation Care,294
San Joaquin,2020,Psychiatric Care,2206
San Joaquin,2020,Skilled Nursing/Intermediate Care,23
San Joaquin,2021,Acute Care,68609
San Joaquin,2021,Chemical Dependency Recovery Care,28
San Joaquin,2021,Physical Rehabilitation Care,380
San Joaquin,2021,Psychiatric Care,1980
San Joaquin,2021,Skilled Nursing/Intermediate Care,13
San Joaquin,2022,Acute Care,69257
San Joaquin,2022,Chemical Dependency Recovery Care,19
San Joaquin,2022,Physical Rehabilitation Care,419
San Joaquin,2022,Psychiatric Care,2032
San Joaquin,2022,Skilled Nursing/Intermediate Care,31
San Joaquin,2023,Acute Care,70186
San Joaquin,2023,Chemical Dependency Recovery Care,17
San Joaquin,2023,Physical Rehabilitation Care,573
San Joaquin,2023,Psychiatric Care,2348
San Joaquin,2023,Skilled Nursing/Intermediate Care,30
San Luis Obispo,2012,Acute Care,21396
San Luis Obispo,2012,Chemical Dependency Recovery Care,27
San Luis Obispo,2012,Physical Rehabilitation Care,345
San Luis Obispo,2012,Psychiatric Care,1774
San Luis Obispo,2012,Skilled Nursing/Intermediate Care,72
San Luis Obispo,2013,Acute Care,21124
San Luis Obispo,2013,Chemical Dependency Recovery Care,25
San Luis Obispo,2013,Physical Rehabilitation Care,344
San Luis Obispo,2013,Psychiatric Care,1679
San Luis Obispo,2013,Skilled Nursing/Intermediate Care,58
San Luis Obispo,2014,Acute Care,20680
San Luis Obispo,2014,Chemical Dependency Recovery Care,24
San Luis Obispo,2014,Physical Rehabilitation Care,348
San Luis Obispo,2014,Psychiatric Care,1584
San Luis Obispo,2014,Skilled Nursing/Intermediate Care,77
San Luis Obispo,2015,Acute Care,21442
San Luis Obispo,2015,Chemical Dependency Recovery Care,41
San Luis Obispo,2015,Physical Rehabilitation Care,396
San Luis Obispo,2015,Psychiatric Care,1461
San Luis Obispo,2015,Skilled Nursing/Intermediate Care,94
San Luis Obispo,2016,Acute Care,21495
San Luis Obispo,2016,Chemical Dependency Recovery Care,47
San Luis Obispo,2016,Physical Rehabilitation Care,412
San Luis Obispo,2016,Psychiatric Care,1354
San Luis Obispo,2016,Skilled Nursing/Intermediate Care,73
San Luis Obispo,2017,Acute Care,21754
San Luis Obispo,2017,Chemical Dependency Recovery Care,29
San Luis Obispo,2017,Physical Rehabilitation Care,391
San Luis Obispo,2017,Psychiatric Care,1283
San Luis Obispo,2017,Skilled Nursing/Intermediate Care,88
San Luis Obispo,2018,Acute Care,21577
San Luis Obispo,2018,Chemical Dependency Recovery Care,29
San Luis Obispo,2018,Physical Rehabilitation Care,423
San Luis Obispo,2018,Psychiatric Care,1101
San Luis Obispo,2018,Skilled Nursing/Intermediate Care,96
San Luis Obispo,2019,Acute Care,22001
San Luis Obispo,2019,Chemical Dependency Recovery Care,22
San Luis Obispo,2019,Physical Rehabilitation Care,396
San Luis Obispo,2019,Psychiatric Care,1288
San Luis Obispo,2019,Skilled Nursing/Intermediate Care,83
San Luis Obispo,2020,Acute Care,19450
San Luis Obispo,2020,Chemical Dependency Recovery Care,21
San Luis Obispo,2020,Physical Rehabilitation Care,469
San Luis Obispo,2020,Psychiatric Care,1099
San Luis Obispo,2020,Skilled Nursing/Intermediate Care,108
San Luis Obispo,2021,Acute Care,20013
San Luis Obispo,2021,Chemical Dependency Recovery Care,34
San Luis Obispo,2021,Physical Rehabilitation Care,507
San Luis Obispo,2021,Psychiatric Care,1042
San Luis Obispo,2021,Skilled Nursing/Intermediate Care,132
San Luis Obispo,2022,Acute Care,20675
San Luis Obispo,2022,Chemical Dependency Recovery Care,40
San Luis Obispo,2022,Physical Rehabilitation Care,521
San Luis Obispo,2022,Psychiatric Care,1028
San Luis Obispo,2022,Skilled Nursing/Intermediate Care,126
San Luis Obispo,2023,Acute Care,21743
San Luis Obispo,2023,Chemical Dependency Recovery Care,22
San Luis Obispo,2023,Invalid/Blank,1
San Luis Obispo,2023,Physical Rehabilitation Care,560
San Luis Obispo,2023,Psychiatric Care,1314
San Luis Obispo,2023,Skilled Nursing/Intermediate Care,125
San Mateo,2012,Acute Care,56534
San Mateo,2012,Chemical Dependency Recovery Care,280
San Mateo,2012,Physical Rehabilitation Care,292
San Mateo,2012,Psychiatric Care,2448
San Mateo,2012,Skilled Nursing/Intermediate Care,1002
San Mateo,2013,Acute Care,55277
San Mateo,2013,Chemical Dependency Recovery Care,319
San Mateo,2013,Invalid/Blank,1
San Mateo,2013,Physical Rehabilitation Care,337
San Mateo,2013,Psychiatric Care,2376
San Mateo,2013,Skilled Nursing/Intermediate Care,699
San Mateo,2014,Acute Care,53464
San Mateo,2014,Chemical Dependency Recovery Care,291
San Mateo,2014,Physical Rehabilitation Care,326
San Mateo,2014,Psychiatric Care,2513
San Mateo,2014,Skilled Nursing/Intermediate Care,613
San Mateo,2015,Acute Care,54861
San Mateo,2015,Chemical Dependency Recovery Care,49
San Mateo,2015,Physical Rehabilitation Care,310
San Mateo,2015,Psychiatric Care,2645
San Mateo,2015,Skilled Nursing/Intermediate Care,425
